code_uic,cp,a2021,a2020,2019,a2018,a2017,a2016,a2015
87317487,80132,0,0,96,334,431,919,1658
87476317,29300,382174,285425,380958,340864,357652,337424,351529
87721290,69650,74826,60983,73920,63708,61464,53980,50481
87718338,39700,60692,61972,52998,54018,64734,67180,64787
87317057,62180,300850,221315,345958,299375,323683,305295,321071
87757732,6400,91435,60748,95384,73030,28232,75127,77693
87182402,68470,18831,18331,18981,19487,22046,23264,22381
87144105,88520,28,682,1376,1713,1996,2049,2226
87295022,59245,967,2692,7083,6514,7499,7502,8064
87213249,67110,208745,173062,203546,193569,192260,190859,191628
87471003,35005,12825686,9909050,15451239,13891525,13842494,12548611,12583389
87172080,8500,225893,207920,217023,220287,248436,279310,288581
87171595,51500,74796,68278,63585,64498,75260,69459,69591
87681338,91130,1059715,557733,1372333,1456780,1544557,1608103,1668234
87726331,42800,634698,524603,885048,823256,866167,823093,823377
87784173,66600,97363,63974,85145,72553,88885,82488,82009
87182071,68170,172943,157881,251408,235204,246039,252248,254103
87726802,42300,972149,773940,1174154,1065179,1251317,1187719,1207929
87753251,13340,223101,193113,277445,256571,286566,278746,300530
87761650,26300,427050,309871,511182,419880,505920,463002,461185
87725739,71570,32133,26448,44326,36632,38947,37297,37227
87474155,29140,199123,140684,195824,176783,199107,190587,187865
87182337,68250,228001,195250,260347,242550,248589,231601,227881
87734038,63130,2179,1809,3335,3000,3512,3279,4031
87713826,21200,14595,13979,11368,13066,15158,13713,17446
87721050,42630,39648,32098,36415,39049,40143,28205,30071
87192237,57580,267458,214244,276476,248345,263310,255523,272987
87342089,62118,17040,14871,21031,21018,23640,22208,23362
87696260,58470,1083,1543,519,909,1823,2364,2798
87611301,31520,1185734,1015468,1299676,1147507,1383599,1355397,1422512
87584540,17360,21355,16612,21510,13155,10372,10736,11140
87343103,59230,676489,614196,972805,908229,927513,857807,849569
87491241,33240,580035,467716,724717,611870,550676,439731,408928
87723494,38490,151817,115836,168726,154847,154355,144521,143194
87471318,35230,4317,2892,3120,2828,1909,7797,12016
87394213,28300,17062,14947,18501,14033,12809,16298,17792
87473009,22000,1484366,1121325,1675242,1544106,1596582,1522278,1522386
87613257,12330,4231,3433,5509,5040,6159,6298,7273
87783241,48200,57364,51956,44600,37726,33932,36039,36898
87141374,54950,23411,19686,27866,24874,25189,27597,33290
87144014,88100,383847,287773,422265,384530,439442,446066,471688
87171751,2820,60139,50364,64178,72014,86736,85490,80767
87784520,66170,1313,932,0,215,490,553,630
87611137,31800,256644,195363,249104,227394,331067,321603,344047
87775361,30190,59597,46537,93907,80170,75110,68582,66781
87747568,38450,2966,1928,2914,2002,2083,1896,8558
87732206,3260,154024,118363,160763,139499,159373,158783,157771
87478016,35250,41967,41260,53527,45270,40523,41635,41942
87276170,95210,1718129,1243189,2658478,2752077,2857361,2909515,2948463
87761684,38330,63464,43997,73432,60475,73427,64778,57959
87726851,42590,9601,8953,12481,11269,12696,13991,14579
87485136,17450,25188,22090,33925,27653,37600,32003,31888
87276402,60340,103178,64102,117808,118327,127725,126491,129788
87276600,95320,1845506,588790,2353567,2395427,2343136,2277835,2203356
87751644,13000,0,0,0,0,0,16,30
87595264,24110,18035,16347,16631,15292,16445,15771,16999
87592071,87400,26360,23970,36509,37179,43087,44698,44277
87447003,50000,265341,192350,312547,278565,316491,308618,327311
87491209,33620,176389,132931,191730,167479,158800,146244,144821
87545350,91150,477707,282784,597764,606163,618898,618353,615262
87547315,75005,22555924,6469340,27558327,29157305,30766769,31920430,32959046
87481705,44600,1077709,784778,1197788,1063809,1158481,1103196,1129524
87382481,78620,786156,855984,1338668,1361743,1390132,1389478,1426316
87276105,95310,1150289,815623,1981424,1968878,1946678,1887874,1828723
87342337,62130,131356,105673,216213,207074,241922,266923,286520
87671362,65270,104,97,303,345,1608,1484,2371
87296004,2100,1220364,967754,1365654,1353523,1456884,1414802,1449102
87313288,60130,96,89,170,92,311,206,632
87721456,69490,13970,11245,20021,17105,20927,21300,23578
87575365,86400,29328,23456,33056,28325,34869,36575,36325
87313684,60430,132817,115547,164430,168128,187097,190145,178473
87592493,23160,2989,2321,4365,4003,4868,4985,5263
87734715,43800,11590,6339,11474,8591,6262,10825,11129
87592824,87500,21986,12447,25400,19712,26933,27333,27730
87726158,42000,111712,89318,134471,115915,136617,135059,166118
87584193,33220,207941,166045,167615,214899,231977,217403,223337
87784850,66800,79,89,92,146,33,86,150
87753764,13300,271148,196734,313998,266415,280702,262942,282394
87784157,66600,27822,15374,17568,12473,14103,11846,12810
87192229,57530,8214,7413,9866,9595,9066,8998,9928
87734152,63800,26160,22334,39848,31825,37747,32533,38706
87215012,57400,775020,619102,894035,859174,910609,895047,901736
87193615,57200,472208,401838,479822,483312,523627,515389,531410
87386417,78500,1424780,5493207,11625842,11680197,11795222,11687774,11523782
87491811,17600,41592,29426,52649,43071,55241,59261,63819
87487603,49400,762235,574194,902026,809244,881819,865352,882373
87682187,77176,2873678,2133225,4226403,4247062,4281204,4232841,4167641
87214205,67750,7455,4409,6138,4055,5330,7292,6655
87214692,67130,380456,336803,372537,367270,396234,394230,401819
87576140,41300,19968,18899,19628,14876,14086,16410,16863
87212431,67470,38509,34485,47482,43068,44815,42966,38779
87212365,67770,69387,58277,84660,87444,87386,87873,88449
87745828,1420,51029,37709,65164,49537,66355,57460,64114
87191635,57480,2528,1760,2189,1853,2232,3271,3998
87751206,4200,41123,27194,56415,62563,81468,74004,74155
87411462,76440,3565,2099,2678,2477,3868,3687,3891
87765206,84700,165942,109909,194765,179716,235504,164410,122489
87213421,67250,211898,171615,226985,229328,239074,223433,226448
87212209,67790,47457,62913,61815,62493,67964,75710,78504
87590828,44240,152465,129119,243822,263138,268757,264490,236154
87382341,92310,1945487,775329,2607842,2544443,2500917,2413013,2063088
87753715,13560,30929,20405,30374,24934,20981,20299,19725
87722546,69360,226220,188689,283716,232096,229907,217855,231956
87491043,17350,0,0,663,368,453,563,252
87765354,13150,230751,141940,266809,245829,282880,266356,274583
87276634,95150,1429505,714243,1602736,1641770,1616718,1578665,1535157
87615245,81600,4080,2381,2846,3185,4217,3946,4302
87543199,41300,16028,10604,13704,12958,15058,19187,20697
87713099,21150,2697,3006,5014,5561,5167,6434,7543
87745646,74200,539748,379043,527938,478400,585195,557645,566317
87276741,60150,37603,29235,45937,43935,53099,50880,58107
87381822,78250,432673,198768,391728,377907,366370,348143,345491
87784751,66360,3196,1984,2100,2042,1931,2481,2538
87328195,41140,4458,5126,5585,3370,4384,5421,4145
87484147,49125,84722,67589,153434,180477,181367,181547,183633
87485151,17430,19631,12983,15321,11928,13460,11577,13000
87713198,89700,132885,107169,168337,158832,171573,160953,172146
87286542,59200,667888,531921,763393,914508,1310236,1050770,211786
87783456,12250,714,343,937,482,499,542,548
87571000,37000,5471315,3940268,6202721,5863480,6095416,5801365,5944257
87696161,58150,11141,7910,11580,10480,12679,11329,10927
87322347,22860,131,93,178,111,203,233,139
87473819,22200,747,559,813,703,828,1209,2018
87182352,68230,28166,28530,47400,40872,49480,49115,50446
87775106,30620,4858,2249,1696,1813,1729,1804,2275
87576348,18200,925,1943,3024,4200,5286,4913,5743
87594200,19140,56268,43161,69918,66798,82453,81930,82141
87761007,26000,2743721,2092159,3298266,2783857,3222484,3156560,3262897
87343004,59300,2847858,2542811,4151148,3851104,4056110,3836994,3965073
87192732,54910,4073,3707,7166,5797,6264,7290,11184
87641357,3190,23694,21357,26669,28753,32852,31586,35921
87746727,74310,150,77,51,53,47,53,323
87271601,2600,3422,2191,961,609,886,892,621
87775817,30600,30828,13909,3329,2447,2149,1634,1528
87584714,33870,44823,32356,46569,32246,23578,19040,18649
87118257,10140,35792,31182,44126,38423,38538,36815,43824
87382861,78000,4698156,2039014,5855418,5705373,5562438,5327810,5357929
87296129,2140,48176,40255,39575,45483,57553,59760,63320
87615138,11250,532,221,189,109,356,903,517
87763300,5400,80514,49653,96302,97636,116432,110459,115222
87597633,23210,1403,1677,3417,2504,2819,2749,2273
87576009,18100,1020274,728896,1089246,992655,1081849,1070652,1107242
87576090,18100,2773,1644,1940,1138,1533,1812,2816
87681304,91270,4745315,3080249,6458442,6554135,6647451,6625906,6569971
87775197,48800,12875,8837,11344,9878,10287,9444,9035
87673616,64990,771,360,14,12,39,26,280
87681809,94190,1065829,450589,1322503,1381636,1439542,1472868,1502738
87683102,89340,140275,119821,158296,111457,131745,132946,150250
87545277,94290,1091400,803594,1576299,1602239,1635284,1637092,1629780
87683219,89500,46759,34580,53213,41845,46191,45945,51020
87444398,14640,4892,3706,6889,5775,6951,6601,6884
87697318,93430,3126857,675432,1840999,1872981,950582,0,0
87113795,94350,5653263,3664906,8146119,8276068,8434061,8426955,8383560
87297051,2300,427,195,280,390,278,549,1064
87725820,1540,101754,85383,91327,94344,93489,93865,92618
87584177,24230,48189,32254,30900,46346,50005,48680,53795
87723320,69200,176632,142104,231619,199633,216601,224160,237815
87141606,54330,2646,3218,4113,6844,10559,16887,20218
87182360,68230,3636,3027,5326,5720,6960,5271,6899
87345595,59400,0,2,4,78,116,50,0
87192088,57140,121574,99323,174202,150580,146477,125284,111545
87144121,88220,916,871,1185,1036,978,1350,1919
87141549,54990,0,270,1154,1418,3770,4546,4643
87484113,49000,0,0,0,0,209,1202,1380
87171553,51200,611236,493822,806159,724461,796352,759377,804083
87545228,91360,2095084,955407,2707994,2779352,2860910,2889983,2902925
87413732,76133,1125,895,1772,1542,1808,2218,2367
87381418,95610,742307,439717,978365,901785,833310,755133,746705
87545145,91580,560909,298309,690936,715653,746860,762887,775908
87317362,80100,793538,616779,923612,866250,914998,886684,924890
87316745,80560,0,0,2,235,104,308,898
87381657,78260,653109,1597517,3468208,3478859,3497615,3454567,3389509
87751404,13100,294057,201864,576965,818241,1176893,1061802,1076187
87731885,43580,1447,949,1310,1013,812,598,510
87113878,93320,687434,940572,630008,651602,673383,683635,690917
87172858,8500,5985,5694,7376,6979,6235,5123,6400
87715102,39320,9982,4698,5782,4050,6806,9288,9918
87286856,59650,1388,882,1638,1285,811,641,883
87746008,74000,2659257,1953611,2917596,2761473,2988615,2771156,2794841
87721324,69480,429936,355418,555189,496428,496552,457204,462190
87191387,57320,1789,1560,1591,1191,744,657,791
87191643,57480,294,369,907,1164,1105,1059,1066
87784231,66700,155365,108200,147155,129365,157754,133172,156551
87746859,74400,12758,12408,14463,15238,13277,15678,16513
87345421,59151,23159,22092,39865,39776,45719,47584,51057
87396549,72230,8831,7963,12703,14550,17688,15575,19029
87672162,64510,586,559,273,151,168,461,236
87613075,46320,10281,7173,8883,7528,9895,10561,10321
87545251,91200,1064434,570450,1684717,1680397,1687816,1660228,1625618
87751750,13400,1126046,845743,1277655,1246720,1295649,1122626,996037
87734111,63260,5672,5053,8809,7945,6420,4849,4419
87342246,62690,21048,39296,50207,48982,58250,60607,63351
87645002,15000,144875,101308,150218,171189,193417,178963,200801
87171579,51160,22380,17236,18793,12786,15908,21039,24502
87574442,37270,13552,8865,13599,13004,13521,13090,12858
87590349,44240,40701,43160,81461,116372,143522,134119,121229
87141416,54120,126362,108566,160508,146052,161851,167642,181420
87144147,88240,1788,1965,2801,2384,3047,3918,4001
87726869,42510,89157,72773,104699,97226,121001,131532,137643
87571604,37510,25746,28881,44366,38016,36096,33804,38356
87783324,48500,3286,2556,3164,3646,4045,4094,4541
87411264,76360,230841,211734,297659,278674,298319,318445,350326
87297291,2000,9498,6211,6141,8608,11174,10665,9537
87783563,48000,55,109,76,16,24,23,4
87192658,55240,8374,5756,9000,7517,9225,8703,12179
87214247,67140,324581,268076,378456,362335,373021,363304,378638
87191601,57110,18,14,646,523,642,632,1408
87581850,33530,38136,23363,39149,24017,18450,13262,16097
87485342,79360,29514,25176,26170,24235,24545,24094,22629
87592485,87300,24849,16307,26216,23075,34347,36090,32527
87486142,85170,71832,57289,85566,73772,67909,58233,49298
87743526,1810,3683,3355,5373,5208,7183,7693,7198
87300863,25870,569666,397413,747106,729140,809837,776023,783470
87471219,44290,22049,15975,28946,24110,22423,20650,20567
87214296,67830,127641,116231,166309,153206,153410,153137,159592
87213611,67240,752437,619176,820996,747353,722573,676294,700033
87313809,76340,31720,29382,21218,22833,28546,31099,32310
87444380,14910,1864,1398,2404,1927,2020,1978,1977
87381152,95650,237004,88484,207727,221223,239132,251490,233191
87413351,76210,0,0,3280,6070,7403,7726,9072
87764357,84500,173108,109015,167810,144664,171111,162252,178058
87415893,78270,619227,278424,636589,665715,713057,749898,789125
87673095,64340,9876,5206,8764,6848,6094,5767,7913
87775346,30190,6038,3772,1745,1768,1224,1396,1106
87276485,95570,981994,427733,1064575,1078777,1036366,1000990,962706
87317586,62200,926402,710039,1038059,980670,1072222,1072734,1151770
87214775,67420,7693,8323,7947,7918,8579,8146,8569
87784876,66760,2974,2767,4528,4557,4874,5349,7061
87576207,18000,1036525,769469,1225164,1054065,1143891,1100019,1196322
87415323,27520,8528,5189,2424,1534,1717,2347,2591
87611095,31360,206046,156245,238072,209191,258391,217663,232257
87313213,80440,13791,10945,18323,16049,14182,16521,16198
87476242,56700,6799,7003,8446,3550,2015,1601,2008
87345108,62117,70529,66521,86470,81038,81110,79737,79692
87756833,6540,27475,32917,70196,60658,71707,57215,51425
87474007,29200,2200677,1631411,2453255,2152505,2137171,2039504,2066652
87471102,35160,57397,59860,87850,78865,80861,86106,81703
87171322,51140,25289,22209,19333,13976,13838,13118,23285
87545483,91650,457908,257008,515602,518454,525645,520688,513952
87696088,45250,43963,30194,47148,43985,48170,45392,50561
87747451,38190,204044,170315,282375,242355,267899,242780,263514
87144154,88600,58855,42714,50987,68676,68352,64305,62840
87471037,35170,182499,149123,207960,162636,150068,135118,132642
87296244,59137,56192,44422,56535,49018,55333,50415,54060
87765198,84370,13476,9782,20446,20795,26959,20850,22469
87193250,57800,136967,96755,162558,135648,157834,149095,159800
87342006,62400,1371461,1220199,1977028,1875823,1983745,1909641,1965530
87756320,6800,1145585,933846,1679587,1475745,1580673,1277645,1228108
87345520,59400,660822,580709,871992,784322,859598,822387,835261
87611665,31620,330400,260427,286935,251266,293928,279538,259846
87615468,81100,146322,112879,162664,156874,224526,218628,245844
87345587,59217,271,248,544,1,8,3,13
87582841,33490,5966,5015,8034,6238,5031,5406,8742
87765503,84300,223127,155260,249198,215619,242015,227151,242103
87611079,31220,201364,154508,190025,165156,213813,203795,212450
87785006,66290,51686,34933,53142,49136,55700,51893,58653
87543033,45520,50076,36970,42501,36191,31548,29410,29910
87382499,95800,1103393,5544432,7560627,7359555,7125540,6806298,6453027
87382655,95800,1229065,3298015,6739264,6755489,6809697,6743592,6647546
87487280,79140,763,465,535,483,315,322,474
87723452,38110,34699,24956,33073,24194,26634,29977,29255
87734731,43800,2273,969,1866,1606,1245,1671,1652
87545152,91730,141799,89603,177504,188475,201279,210255,220105
87775221,30530,5833,4899,6555,4313,5158,5442,5384
87571463,37310,1974,2154,8861,10751,14050,14040,14479
87276030,95230,1828450,943277,2096797,2066509,2072979,2155045,2229912
87393058,75015,2516159,1472021,7947231,8715423,9575471,10321323,11088743
87352047,39300,2650,1507,2545,1571,4248,5910,6323
87683615,89290,1473,1684,3062,2172,3169,3195,7201
87696302,58240,10215,11116,7703,6355,7940,7642,7487
87276162,95430,35917,24510,55733,55078,54127,53547,53160
87682419,77590,58961,24561,53428,51957,50979,48843,46822
87393207,92370,690862,504285,932646,1000355,1067926,1123009,1180143
87721415,69380,16123,12148,17133,13054,17384,15361,13632
87746701,74190,17314,15047,20478,21249,22641,23305,22703
87694398,71150,9269,11925,10672,8213,6454,5515,4566
87484246,49120,145579,113372,196136,181891,214149,207283,222088
87546317,92160,218101,187523,400187,394028,391171,380440,367722
87444877,50100,516929,393452,711262,637140,709030,683903,731228
87721761,69380,13961,10315,19161,19730,20849,27764,26779
87471458,35250,45317,49121,55765,45466,43305,35341,31216
87574848,41400,5188,2361,5992,7176,7711,8050,7393
87747212,38690,62965,44628,53351,51640,53309,50770,47815
87174003,51000,690501,538817,921152,825097,949309,915172,966352
87592105,87460,2987,2428,3889,2376,2274,2433,2849
87696856,89660,4143,3101,4959,3339,3511,3124,3652
87575142,86100,555123,421608,614508,567297,649052,632821,657243
87672139,64800,39721,26993,33712,23642,31709,31169,31465
87473579,22390,505,318,637,1681,2851,3547,2796
87402297,68000,3326,2422,4190,4571,3442,2119,2769
87381087,92700,5496540,2242945,6156786,6305152,6159813,5993177,6039242
87478057,35270,343522,271206,371925,333160,334961,328650,334446
87175257,55200,194237,148298,228414,214510,220061,200006,210915
87394288,61110,21903,15963,15552,12395,13533,16329,18717
87396218,72240,39419,33225,64332,68836,65237,63380,63827
87345116,62112,22452,18911,29767,29762,31272,30967,34093
87313056,80800,386975,342465,453658,434938,437596,439460,455010
87144196,88430,1361,260,973,3373,2809,3239,5660
87272286,2600,2,3,0,0,7,102,529
87613802,81170,9103,6466,9138,7395,9472,8567,9877
87381863,95240,3317416,1878474,3683266,3750496,3830848,3843422,3651596
87478180,22130,1875,1489,2584,1464,2153,1856,1326
87696146,58200,189920,145387,202688,197774,223983,221177,243051
87394494,28290,5631,3804,4511,4586,4140,5170,5739
87584425,24150,6,24,122,151,1010,784,1459
87281055,59170,848,731,1029,1269,1669,1245,1465
87753491,13500,3332,1310,3310,3693,5115,4388,3970
87723502,69140,18486,5478,9378,6463,7130,6194,7511
87214213,67650,32630,29978,39069,29842,33397,37955,36828
87575126,86220,22872,18885,20056,12949,11270,13323,14147
87182253,68210,85930,73044,109780,98973,100724,90147,90221
87315044,80800,28044,27157,31699,26769,28859,28036,26913
87721449,69570,32148,29694,38983,39246,42798,45995,53696
87343459,59220,18677,21192,36925,32400,31612,27110,28346
87713008,21000,120040,129654,159908,166537,183258,180774,187203
87718213,39210,32655,35660,31832,34199,41499,41663,44879
87396200,72240,5640,4380,11171,13210,13090,13321,12836
87764290,26290,19638,16156,27825,20780,23808,19937,20729
87476770,44530,4871,3737,7414,5658,3504,3111,2799
87393488,28100,1377776,1149307,2008116,1838875,2042308,2075449,2236055
87641449,63830,708,539,606,347,590,756,502
87276022,95880,6111149,3316445,7568159,7711048,7760343,7684943,7574604
87276055,95120,14809265,12240896,22636877,23060542,22292293,21209815,21275454
87345496,59161,531,143,32,134,161,263,49
87722579,38200,85549,62138,90877,71330,82698,77341,89537
87592121,87120,41359,34711,44042,34357,39685,38791,39292
87193524,57450,21785,18309,19952,22125,21467,20970,21087
87613091,46100,148601,112778,124903,171463,209149,200919,204296
87726729,42700,220674,166599,315135,267265,361140,268822,308309
87171330,51170,241610,210169,235537,231070,256425,244836,249464
87448001,61100,124417,96442,158515,148515,158129,157061,152031
87721563,69210,131960,109005,169352,152397,144552,117463,107664
87611616,9000,242830,148675,269634,227132,284877,276252,308721
87141051,54840,2344,2672,2864,2500,2502,2641,3364
87342204,62232,1275,1055,1632,1099,1065,2086,2236
87295048,59610,161211,145503,233839,219996,236132,232693,253606
87276071,95130,2143703,3109665,5875083,5952225,5831267,5722193,5593007
87113894,93270,1546264,1905264,1191070,1194722,1192432,1168850,1144456
87286641,59273,59194,53815,92078,85673,95226,84236,87880
87592360,87250,973,584,373,330,410,1042,890
87473876,22860,254,208,625,695,165,159,607
87757500,83600,156845,108863,191271,197968,207822,146109,141235
87172098,8170,62546,53838,69508,74360,90982,97296,95133
87765446,84470,7649,4237,9321,8514,9396,8920,10342
87113514,93220,3268203,2469447,5094411,5155124,5225983,5196181,5145520
87191742,57175,2916,1646,3235,2456,3584,6408,10354
87751495,4000,3574,3886,11213,12814,14709,15039,16217
87761544,7800,1042,747,601,956,1029,2023,2053
87381566,78440,465970,186439,355165,346907,339962,327223,323122
87734046,63360,24853,20688,27140,23326,28307,29640,29522
87381244,27140,868298,549536,967490,978613,1160748,1179029,1189008
87722405,69700,805337,639511,1026224,988341,1104102,1016986,1022142
87415349,27290,0,0,830,1253,772,1213,1769
87214270,67210,22316,19059,28766,30005,33214,32784,30676
87181131,68700,60905,58023,78248,78592,74572,69576,79337
87613059,46500,15183,10952,12369,12205,14971,16179,16898
87281246,59820,30628,26881,48190,28939,27184,24117,20857
87747006,38000,8858291,6886394,11228672,10164418,11052531,10424187,10872829
87582619,33470,374159,297840,445842,390105,407225,377087,391948
87182386,68140,14184,15724,19337,18386,23087,22226,20815
87775791,30510,1016,580,801,357,434,218,354
87182089,68440,192264,201840,307386,284751,285021,276789,281835
87413708,76700,2591,2055,3788,3871,4858,4973,4463
87181024,68100,0,0,0,0,566,395,378
87191239,57700,6094,5225,8356,7423,9871,17611,28498
87316398,60250,4682,2963,2001,3433,4160,4285,3568
87476259,56700,134383,101630,150458,124587,135785,131130,132554
87191163,57330,458149,385316,591047,574818,666183,689263,655236
87393462,78550,577175,366492,809939,878035,959657,996756,1026284
87386409,78800,4254501,7442169,15533521,15190406,14909464,14383250,13827319
87641217,3380,15,6,26,24,112,150,120
87184507,70400,167525,154923,185342,155940,177926,173055,189731
87682435,77850,65517,26867,56569,57252,58225,58087,57934
87215103,54450,14717,14494,21350,21470,21906,22803,21727
87393033,75007,4931817,4118025,11104701,11541909,11941725,12138735,12310511
87722249,69540,26690,24067,16431,2,0,0,0
87342279,62330,148320,130662,219400,208169,225503,220037,245167
87545301,94200,2718878,2174567,4974218,4987697,5034584,4976350,4899522
87594085,19250,960,496,960,650,971,651,17
87393066,75015,2372151,1839261,3586477,3621602,3667671,3643685,3602308
87700153,90100,4837,4860,3429,120,0,0,0
87381558,78820,307728,144256,296880,281817,268597,251359,252094
87182642,68820,20013,18542,26336,24164,25830,25601,25185
87751602,13016,104237,56514,95712,76040,95693,81891,80435
87486126,85260,80849,64010,97831,90305,89563,82761,73687
87611517,9390,10849,6753,12852,14734,18765,20230,21743
87276527,95290,855329,462888,927670,901306,892500,871379,849272
87765479,84800,139105,97109,164832,150721,179632,170802,178383
87481069,44610,26223,22448,35569,24395,28283,30153,25242
87487843,49800,14275,16229,27951,24016,23632,24580,23516
87641464,63150,11256,6258,9000,8185,9428,8857,10913
87382432,78170,1923942,761361,2090228,2080360,2077227,2036429,2006487
87543371,45380,6870,5215,12272,8556,8066,7211,6525
87696195,58400,181554,156014,168644,168709,193152,188859,197943
87574251,41260,868,897,2175,2513,2145,1395,1940
87592501,24450,15210,10395,16363,17110,20906,20871,20926
87753541,13500,25599,12542,25227,21672,30708,31843,34769
87576082,41300,12922,11851,12963,11904,11562,13175,13084
87116673,2460,99790,72807,128417,119892,118228,120942,123281
87296632,2800,138427,118004,127943,131152,159473,168247,168966
87584755,33380,109282,73619,106126,74664,53238,37327,29584
87592337,87340,14497,14282,12096,12394,13285,13579,13240
87394254,28240,508918,399998,480629,438656,450193,448954,456318
87545459,91290,387213,264282,624015,627405,636395,631898,624240
87751719,13720,14168,8093,8213,5903,7603,5644,4165
87753574,13820,43303,28337,46278,41776,46974,40809,47873
87726703,42150,8736,5261,10351,7720,9797,9443,11867
87715144,25560,28364,26061,24754,23125,23565,18742,17667
87474262,29800,12300,9792,14028,13113,13963,13568,10990
87575183,86490,18020,17968,21736,20676,18790,17366,19769
87723395,38290,972106,758932,1171483,1062930,1040627,919034,937806
87612002,31670,190416,166842,240193,180908,218406,186879,215599
87731828,43013,922,985,1425,2247,1263,903,879
87613323,46230,20139,12762,8564,5380,7844,7333,7450
87286575,59310,49163,46040,63157,54818,57432,48366,45176
87476234,56690,51225,34646,49467,40947,42063,41967,40203
87641274,63760,10098,4694,5991,4582,5552,6937,7770
87645135,15150,2626,2638,3527,3546,3815,4322,5164
87597781,23150,41,23,93,92,198,404,1094
87681635,91830,58114,67053,87387,89144,91802,92545,93102
87694109,71210,568443,446749,785227,782660,832570,822040,852578
87775866,30240,107133,127601,59262,53899,57017,49797,59445
87755405,83340,56416,42386,59391,47340,54264,53498,48479
87444588,61240,5,17,726,521,483,593,573
87747519,38800,7025,4685,9383,5805,8034,8184,12466
87481762,44510,81603,60000,87996,70391,73484,67304,59068
87722678,38550,874409,723749,1082408,999360,1047008,982502,990606
87645192,15290,6491,3554,6155,9298,11043,12407,14420
87381095,92700,2248596,1211425,2477161,2212788,2307206,2430476,2537738
87582601,33470,226168,188000,262797,216873,209172,191721,196756
87396333,61260,15313,13117,20229,18549,18680,20037,21490
87765453,84250,41876,28958,49700,47880,55504,53208,62147
87581389,33123,12882,7964,10343,6925,7200,5150,7548
87611350,9700,10712,4596,9502,8373,12628,14491,12612
87345223,62790,236349,232915,338559,299177,310182,280768,278649
87566919,69210,195182,155924,283754,264640,277917,228454,194189
87297515,59131,903,1569,1919,1004,1068,787,1070
87113779,94500,1915290,1240481,2828851,2834780,2831014,2779423,2717615
87272146,92230,1536083,1229850,2754273,2688760,2643726,2550407,2446842
87715227,25370,259,239,834,666,845,637,665
87746818,74400,1993,1547,3100,3009,2507,2371,2264
87386680,78130,3678520,1739778,4212499,4169211,4152039,4054618,3943190
87783514,48230,11,17,18,1,2,0,1
87113803,93160,592431,423167,933786,926641,929718,912202,889783
87584532,33230,16819,18059,21979,17957,15364,14905,12777
87345256,62820,749418,687783,1049609,964264,981178,955404,981243
87682153,77127,4406661,2918963,5862953,5887369,5928369,5859154,5757090
87287250,59000,26591,19925,31099,27727,23505,21321,19537
87592006,87000,1745621,1252976,1987295,1823482,2120295,2054661,2139413
87615161,11300,17568,7083,7516,4776,6259,7119,6786
87447219,14330,167436,118875,213420,237956,279334,261860,284832
87761247,26250,53716,41665,61938,48642,54515,45918,45386
87116632,77440,319296,176418,370060,362132,356523,344061,329876
87182345,68124,28695,22194,36187,32443,31769,31194,36040
87345231,62218,7817,7162,15112,14600,15199,11559,15488
87271775,2600,157,111,114,124,149,108,177
87415141,76590,25177,21705,29584,24211,25154,20924,21388
87576157,41200,5905,4520,4223,4323,4640,4508,4652
87476002,56100,1848137,1356222,1958414,1721608,1750848,1642185,1668636
87142109,57420,650107,430973,1003056,972539,1138795,1027831,1078899
87713735,71500,22091,19482,31418,26942,28890,24194,28046
87382457,78430,827992,478388,1015247,1001155,993261,965641,949312
87597096,36350,1387,655,107,30,268,755,924
87615773,12450,7686,5253,6669,4749,5014,4560,5019
87773408,34400,737036,482771,642318,786366,992764,974091,966603
87696534,58170,27943,18613,28921,25180,29424,26487,24750
87486258,85400,44455,26261,54757,55019,61294,60513,66527
87988717,93190,1320614,1621273,1335610,1332694,1338409,1316397,1288152
87723197,69003,34916905,26055555,43450031,43406987,46499090,43367505,43215664
87762906,69125,1755242,1397113,2991156,2226514,1862562,1557490,1552063
87175240,55200,5824,6658,8591,7383,6023,4815,5307
87641365,3260,1312,937,2288,4108,4979,4824,2356
87394429,28120,8348,3076,4625,4639,2665,2565,1987
87575068,37800,21401,14529,23699,20413,20861,19398,19791
87191106,57210,182892,149758,240448,223356,250548,243670,254695
87684415,45330,271589,224094,411354,431003,452088,463114,476343
87381590,78200,913016,469967,883928,899086,921694,922332,921561
87381509,78200,6353631,5533654,11473614,11017685,10662194,10174217,9474592
87746347,74970,171163,145879,183496,163859,166349,138425,124677
87723767,1240,127663,98289,149030,127950,132973,120364,126126
87576132,18500,5677,4351,6292,5714,6942,7274,6778
87586545,47200,510087,377860,594124,524811,556357,524856,541890
87111849,77111,3443646,2591844,5648477,6234445,6247740,5633816,5659847
87545186,91630,1357659,650678,1441406,1404670,1389667,1341273,1287884
87751081,13004,695115,490704,630546,530434,545163,475085,399587
87393579,91300,4675988,635645,4478681,4509521,4592605,4554175,4508499
87214130,67150,36149,32291,35607,30896,33544,32394,32089
87295006,59600,644453,527311,824507,746274,752595,674829,742558
87345546,59980,158,179,337,474,112,606,1118
87481150,44470,19867,10727,20802,18128,18573,16388,16069
87584466,24150,474,169,335,391,947,1095,1639
87485250,79210,78150,68328,77183,67241,58614,51344,52534
87615542,81200,52112,40290,55808,48875,61909,58346,60454
