code_uic_complet,nom_gare,total_voyageurs_non_voyageurs_2015,total_voyageurs_non_voyageurs_2016,total_voyageurs_non_voyageurs_2017,total_voyageurs_non_voyageurs_2018,total_voyageurs_non_voyageurs_2019,total_voyageurs_non_voyageurs_2020,total_voyageurs_non_voyageurs_2021
87353599,Saint-Martin du Touch,8637,7654,8436,7464,11811,8299,8160
87743112,Saint-Martin-du-Mont,3697,4439,3849,3486,4774,4761,5748
87487892,Saint-Mathurin-sur-Loire,98549,95842,100274,101784,109370,64069,55028
87742361,Saint-Michel - Valloire,88775,87808,96268,89374,99274,75613,69536
87584607,Saint-Médard-de-Guizières,31399,36113,41114,36412,38870,32864,48929
87313718,Saint-Omer-en-Chaussée,5496,6873,8695,6679,4522,4458,5610
87595520,Saint-Pierre-de-Chignac,28,42,393,588,68,117,1656
87696294,Saint-Pierre-le-Moûtier,9946,10162,7990,8263,7044,5605,12023
87393843,Saint-Quentin en Yvelines - Montigny-le-Bretonneux,13789333,13381659,12912173,12196000,11640712,4872956,5594284
87723387,Saint-Quentin-Fallavier,248046,239492,249271,251594,273098,177024,236154
87726430,Saint-Romain-le-Puy,47757,42367,41196,40735,54396,30689,39099
87694174,Saint-Symphorien-de-Marmagne,49,240,97,65,292,456,276
87415166,Saint-Victor-l'Abbaye,14370,15750,16633,13998,13221,9271,9904
87726901,Saint-Étienne Carnot,179366,157854,163249,139258,173576,91813,116908
87481812,Saint-Étienne-de-Montluc,97388,97082,86526,83765,105555,71554,93075
87491282,Sainte-Eulalie - Carbon-Blanc,11962,12564,17244,21773,32005,23631,36492
87597054,Sainte-Lizaigne,2626,2411,1785,1554,1635,884,982
87342451,Salomé,13952,15485,16221,13829,12839,9200,8858
87618710,Saléchan - Siradan,449,243,326,216,232,81,294
87276188,Sannois,3270836,3247072,3523862,3660733,3682623,1997420,3581520
87193714,Sarralbe,4459,3627,4341,3973,3224,973,1415
87673251,Saubusse,3875,3252,6188,4991,6923,6167,7768
87713628,Saulon,11223,12051,12828,10578,13891,9809,7968
87214759,Saulxures,3010,2830,2777,2215,903,1064,1511
87586495,Sauveterre-la-Lémance,882,764,943,964,1405,826,835
87481838,Savenay,562043,591597,642753,656040,719833,471109,611849
87215483,Schopperten,22452,20846,17754,14462,12720,16907,17440
87212159,Schwindratzheim,67383,74839,83536,80721,77435,56972,67825
87286518,Seclin,323424,328856,344185,335336,377381,246333,295100
87725614,Sennecey-le-Grand,28731,25891,29405,27942,31410,23939,32043
87683722,Sermizelles - Vézelay,9030,8413,9638,8118,12225,7458,10736
87746719,Servoz,11302,10376,12565,13163,9679,8238,9904
87272039,Seugy,55410,56981,58733,56226,65028,13795,47222
87713677,Seurre,63082,51862,53673,50089,59970,50275,49824
87171637,Sillery,1471,854,406,812,859,0,0
87396234,Sillé-le-Guillaume,156285,152758,153444,128078,125400,71419,84577
87271817,Soissons,777352,739363,756069,684459,728427,503841,606119
87345314,Somain,463357,439075,451458,428300,472074,293434,342261
87697334,Stains La Cerisaie T11,0,0,473547,933122,909932,370977,1620786
87276261,Survilliers - Fosses,2050303,2096114,2130542,2119565,2126297,911984,1587227
87773200,Sète,1311831,1363707,1416411,1233488,1196168,875372,1270016
87393124,Sèvres Rive Gauche,2555121,2460880,2355947,2206397,2089735,1140032,1413967
87214056,Sélestat,2104561,2128756,2270575,2303585,2442896,1604453,1923666
87393454,Tacoignières - Richebourg,186160,190289,195215,193939,195739,93659,159766
87746750,Taconnaz,2772,2966,3699,4170,3871,4141,4882
87721472,Tarare,634779,625388,666306,596417,672938,436058,553002
87611590,Tarascon-sur-Ariège,49294,47721,52028,41781,49041,26876,49388
87721514,Tassin,291967,325656,343825,330688,338586,271267,310354
87594408,Terrasson-Lavilledieu,26472,25951,26199,24483,28633,13380,23939
87342287,Thiennes,2180,2326,2154,2717,2785,1797,1449
87734475,Thiers,57483,49971,49162,41587,43341,33449,45203
87682252,Thomery,138257,153722,170995,185181,202646,106635,248679
87586651,Tonneins,217313,204923,209789,191994,222095,159484,204153
87725622,Tournus,346205,305288,330762,298738,354058,316138,404693
87171264,Trois-Puits,377,12,146,60,283,1,0
87594499,Tulle,225328,200992,190817,153724,167909,113261,155498
87672386,Urt,2153,1563,2326,2703,5912,3384,5254
87381178,Us,121370,129962,129068,124416,122476,53822,85308
87594093,Ussel,70375,59892,61827,50999,55008,43557,57636
87116293,Vaires - Torcy,2154317,2214025,2264107,2271942,2286419,892636,1457710
87381798,Val d'Argenteuil,5693475,5880591,6168065,6368082,6554397,3403105,5607085
87415877,Val-de-Reuil,619331,610082,660947,598414,692089,416228,510053
87718601,Valdahon Camp Militaire,3740,3147,4331,3377,6273,4850,4328
87763029,Valence TGV Rhône-Alpes Sud,3845327,3900512,4213228,3853604,3819810,2279938,3216642
87745414,Valleiry,24507,20449,36046,33024,41979,22636,40383
87746875,Vallorcine,8620,8698,8769,10627,12214,7531,10531
87476606,Vannes,1653574,1656186,1803977,1765740,1999891,1360233,1890914
87391532,Vanves - Malakoff,1409674,1410456,1403674,1374446,1345635,662473,868690
87484386,Varades - Saint-Florent le Vieil,89040,93008,97263,91923,90502,50557,69361
87393538,Vauboyen,212014,220594,228105,231041,236149,144422,257072
87297283,Vauxaillon,6385,7258,7307,7794,8201,6962,7189
87594739,Vayrac,400,31,10,37,7,56,8
87712331,Velars-sur-Ouche,4737,4506,4195,4918,4698,2933,1888
87175778,Verdun,171292,162409,162477,148521,171134,153225,181369
87682468,Vernou-la-Celle-sur-Seine,55281,55725,55764,55009,54224,24154,48917
87481408,Vertou,113282,130184,150581,129039,111536,59277,79287
87271783,Vierzy,941,367,261,160,305,274,246
87747576,Vif,9544,6820,6809,5172,5942,3103,7873
87594218,Vigeois,8686,9614,8161,7841,7963,6736,7152
87594655,Vignols - Saint-Solve,365,275,374,96,51,38,211
87142232,Vignory,4292,4669,4116,2904,4056,3497,3397
87723759,Villars-les-Dombes,586823,596284,617998,576681,593658,388177,448948
87447698,Villedieu-les-Poêles,69944,79093,86219,87124,101134,52622,66386
87613893,Villefranche-de-Rouergue,69147,71022,72893,60264,66546,40134,51984
87581835,Villenave-d'Ornon,9619,8096,8779,8712,10500,7072,12126
87696310,Villeneuve-sur-Allier,172,265,190,149,874,620,689
87743328,Villereversure,5430,4098,5214,4119,4444,2323,2045
87116749,Villiers Montbarbin,51920,55391,58900,61424,64214,26840,58772
87761726,Vinay,153885,159516,186173,169342,212701,133599,190376
87784611,Vinça,927,1094,1348,531,540,993,3536
87172114,Vireux-Molhain,61673,55435,55273,47819,49956,45468,54152
87681312,Viry-Châtillon,1809467,1981085,2167934,2332852,2495409,1062829,2751658
87174276,Vitry-le-François,278280,255412,266842,219819,228665,126970,165124
87545293,Vitry-sur-Seine,4636524,4676851,4695475,4630398,4565282,1535384,2037788
87747337,Voreppe,339514,317715,350280,340896,410399,285715,360013
87682500,Vosves,34075,34729,35493,35838,36530,12551,54599
87172221,Vrigne-Meuse,7036,7801,5990,4818,4277,4032,4273
87213405,Walbourg,39264,35223,39017,41875,43834,24737,29430
87286526,Wattignies - Templemars,66457,58718,61813,59292,69841,36998,43030
87213678,Weyersheim,200372,196944,194925,194371,205703,163043,188851
87317123,Wimille - Wimereux,52573,48853,49904,49319,57719,30981,32514
87213470,Wissembourg,242686,234636,250868,242593,257667,187487,233222
87582536,Ychoux,120919,118086,133414,142831,177771,119902,167388
87182196,Zillisheim,33298,32455,33699,36631,39973,24257,22296
87725895,Échirolles,506953,475174,535604,493392,572134,352252,428442
87594168,Égletons,34935,33570,31977,31158,31577,28707,35886
87545475,Égly,483439,495986,507106,507089,511516,240867,399633
87741280,Épierre - Saint-Léger,30275,28939,32609,29200,30020,24628,28467
87718536,Étalans,45347,47593,48453,43353,48324,48741,50499
87317065,Étaples - Le Touquet,419092,385762,405740,381459,418185,288781,425925
87484154,Étriché - Châteauneuf,57751,55988,57633,61562,50986,20760,25656
87387001,Évreux Normandie,1424346,1384892,1453288,1361615,1411717,866494,984374
87478552,Évron,226459,234454,240159,226638,202621,116687,150103
87545269,Ablon-sur-Seine,1427319,1453063,1471462,1462108,1457253,660309,1594567
87386052,Achères Grand Cormier,241046,238687,235698,228032,221003,126513,209673
87586008,Agen,1478938,1427026,1493068,1386499,1514154,1076205,1480009
87595157,Agonac,1127,1134,1583,1492,2538,3271,4119
87485193,Aigrefeuille le Thou,0,266,14513,18670,31170,24987,32989
87741256,Aiguebelle,67365,69078,77759,76441,80418,62936,65472
87313221,Ailly-sur-Noye,143798,136869,137197,123942,138388,117411,144943
87775833,Aimargues,86,159,230,445,1034,3752,6335
87783654,Allenc,123,116,132,198,235,182,206
87743146,Ambronay - Priay,7463,7700,6623,5983,9145,5665,6321
87743716,Ambérieu-en-Bugey,1374126,1365785,1406341,1343249,1442437,963595,1199406
87313874,Amiens,7195919,7066833,7361261,7087454,7244237,4991907,6391124
87721035,Amplepuis,361664,372581,397295,345515,396420,257831,306500
87192419,Ancy-sur-Moselle,53552,50233,49942,50010,50264,37560,49721
87484006,Angers Saint-Laud,8325666,8258536,8687733,8265338,8830401,5282039,7173793
87582726,Arbanats,40206,38450,40409,42489,58138,46502,50805
87718841,Arc-et-Senans,43531,47098,50233,43376,55544,47438,56289
87580340,Arenc Euroméditerranée,20319,15652,19702,42045,56897,35506,47457
87671479,Arengosse,4315,4859,5917,5591,4562,3870,4360
87444539,Argentan,387799,364748,372634,343060,368363,219503,320627
87381848,Argenteuil,14929217,15388969,15608674,16094786,16219640,8206484,14527144
87281121,Arnèke,147483,155262,157975,150582,159773,108883,120236
87545467,Arpajon,1635441,1677901,1714359,1714853,1725668,812586,1295988
87672212,Artix,41904,38017,40928,33858,42665,30597,45644
87734251,Arvant,43701,37278,42656,37485,51427,26500,35598
87286864,Ascq,14630,14407,17590,18741,16603,9877,12672
87491233,Aubie - Saint-Antoine,16770,19924,25566,30075,39025,28303,38410
87613224,Aubin,6528,5577,5790,5550,5717,4316,4501
87316604,Aubin-Saint-Vaast,46,32,3,83,126,5,830
87562421,Aulnat Aéroport,14703,12081,10477,8009,10154,6224,7691
87313767,Aumale,1926,1727,2295,1693,951,865,2173
87783266,Aumont-Aubrac,7840,7178,7754,7100,8036,5641,6535
87683789,Avallon,39727,36096,41444,36833,45473,30046,37849
87381046,Avenue Henri Martin,906404,891938,874140,839928,809171,436310,418488
87611533,Ax-les-Thermes,87362,76609,84104,68712,66861,35495,48402
87783647,Bagnols - Chadenet,540,556,601,610,692,538,600
87286179,Bailleul,975126,975365,1018690,963526,1042449,779593,873202
87182113,Bartenheim,175177,176985,182301,174751,179015,107560,117114
87699223,Base Aérienne,0,0,0,0,0,95,659
87175133,Bayard,2037,1730,1296,2074,981,193,145
87673004,Bayonne,942793,899855,1012545,931467,1065319,742168,1123893
87317610,Beau Marais,1292,1828,3080,2191,2990,3180,5232
87775023,Beaucaire,9525,8729,9383,7446,6521,17161,34642
87574160,Beaugency,445464,424299,433474,425956,463248,308362,412738
87387183,Beaumont-le-Roger,12389,12102,14013,13543,12520,6269,7841
87582700,Beautiran,223526,252580,275980,294931,343921,236712,315190
87672774,Bedous,525,15975,18010,12640,16872,12252,16543
87184002,Belfort,1449299,1324520,1432741,1258503,1405671,969907,1135358
87300822,Belfort - Montbéliard TGV,952465,973258,1041728,965274,973412,474836,626536
87393116,Bellevue,1360814,1369605,1370573,1346821,1326402,561566,963958
87595876,Belvès,10094,9965,9336,7242,7409,3663,2896
87576447,Bengy-sur-Craon,7331,11735,13874,12622,16781,17995,16544
87295808,Berlaimont,19691,15493,18551,17711,19722,8730,7392
87141424,Bertrichamps,5641,4560,3521,3502,3894,3434,3561
87718015,Besançon Mouillère,96710,83461,92077,76137,80798,52359,38644
87328328,Bibliothèque François Mitterrand,28099826,28385788,28540419,28137619,27828914,11758713,10119704
87182576,Bitschwiller-lès-Thann,37642,33589,35640,32939,36084,29187,30522
87393546,Bièvres,493181,481167,467275,444063,426162,172854,280066
87581728,Blanquefort,145494,123025,129560,140956,198852,125211,156058
87684407,Boigneville,53891,48929,44679,39428,35444,17612,36843
87342071,Boisleux-au-Mont,1478,636,894,1115,1937,879,1346
87543082,Boisseaux,5618,5823,6416,7042,7250,5241,4979
87142224,Bologne,3077,5014,2661,2216,3479,1999,2577
87745596,Bons-en-Chablais,127442,132355,150040,116255,131097,112950,168406
87681478,Boutigny-sur-Essonne,206851,200565,193710,183549,174695,91214,151469
87174433,Bouy,908,964,1262,889,778,38,0
87615054,Bram,60963,62165,67119,55774,77466,57267,85448
87713644,Brazey-en-Plaine,43147,43048,43808,36959,36997,28595,28186
87545491,Breuillet Village,621695,644494,665433,672723,683921,344155,608705
87763607,Briançon,229994,228915,212292,177651,195851,124739,140580
87722728,Brignais,256171,297636,340581,343286,396473,248907,302076
87694596,Brion - Laizy,5350,4523,4415,4329,4426,6147,6440
87394452,Brou,74059,70824,76016,74844,80996,64559,83512
87581736,Bruges,26452,20215,29204,34218,51176,26358,29469
87413344,Bréauté - Beuzeville,621423,608266,645091,643702,744905,491647,588897
87491191,Bussac-Forêt,2949,2421,3470,3155,2918,2216,3217
87672634,Buzy en Béarn,7842,8354,7884,6855,9425,6920,9013
87696468,Béard,2292,1304,609,580,334,295,460
87342543,Calonne-Ricouart,70921,72788,65520,57276,54456,9333,20684
87673657,Cambo-les-Bains,21789,7240,5754,4459,7449,6764,11948
87757625,Cannes,4402663,4271948,4757986,4324802,5028517,2826747,3972577
87613109,Capdenac,76135,73838,75990,71224,107834,82518,121278
87615286,Carcassonne,1011434,1035276,1110910,912037,1020139,743923,1079431
87756478,Carnoles,571866,684091,776823,712300,851257,516055,663468
87755371,Carnoules,115844,118931,130734,112561,121287,76053,108875
87281139,Cassel,125702,137315,146566,139403,153493,114180,114889
87781542,Ceilhes - Roqueredonde,6476,5741,5297,2287,359,674,839
87581595,Cenon,435511,469512,578015,628845,843611,541773,728247
87334490,Cesson-Sévigné,161678,155119,147481,149097,181824,121307,133798
87597112,Chabenet,99,80,115,95,87,155,121
87574111,Chaingy Fourneaux Plage,10526,9896,11992,11820,14271,8992,12387
87741009,Chambéry - Challes-les-Eaux,4728250,4530294,4726917,4308759,4627258,3083693,3994932
87721829,Chamelet,11419,12411,8453,9539,13321,6775,9180
87462085,Chamonix Aiguille du Midi,3748,3105,3869,4670,5373,4729,9265
87171926,Champagne-Ardenne TGV,1207534,1184347,1301687,1275705,1519210,742286,943301
87715326,Champagnole,27213,29142,33993,28993,35922,36540,46373
87115873,Champbenoist - Poigny,196027,204274,211940,215765,220552,105983,144147
87783530,Chanac,743,606,612,547,222,64,141
87116509,Changis - Saint-Jean,318992,318892,317021,308219,302651,116332,209345
87144055,Charmes,360765,350562,355509,345574,391461,299457,360763
87575225,Chasseneuil-du-Poitou,9702,9360,10107,11034,13325,8414,11727
87583443,Chasseneuil-sur-Bonnieure,31627,27141,28700,21027,17783,5765,120
87775148,Chasseradès,517,662,621,776,968,849,1181
87381228,Chaumont-en-Vexin,482795,472321,467479,388844,388463,222146,320132
87715383,Chaux-des-Crotenay,1993,1317,2441,1285,1721,973,1667
87683532,Chemilly - Appoigny,2542,1564,1913,1835,4728,1286,627
87574491,Chenonceaux,46471,48162,48742,44593,45390,30101,39711
87543041,Chevilly,39457,35606,33060,39508,45655,42337,57261
87116582,Château-Thierry,2565362,2382049,2319979,2138974,2121190,1274279,1592184
87545756,Châteaudun,109346,98778,100024,97281,119897,85850,126726
87474064,Châteaulin,39666,28101,15531,26892,32682,20984,36172
87144071,Châtel - Nomexy,147867,140333,144276,135716,157888,131707,162065
87184259,Chèvremont,1111,792,467,0,0,0,0
87317495,Chépy - Valines,7049,7417,6434,5618,2897,235,235
87694646,Ciry-le-Noble,1470,2001,2696,1992,3715,3661,4523
87747626,Clelles - Mens,24319,23126,25611,21559,22305,16136,32942
87396895,Clermont La Rotonde,18103,14959,13209,10461,11686,8170,7528
87184622,Clerval,47372,46612,56309,44943,52180,39726,44025
87491134,Clion sur Seugne,42,10,11,19,17,0,0
87746370,Cluses,519960,524986,580075,556755,610769,477186,545750
87491449,Cognac,193217,175949,188604,160092,184047,106436,117180
87721225,Collonges - Fontaines,83330,75524,68478,73055,92646,70106,96969
87682146,Combs-la-Ville - Quincy,4396308,4308161,4197319,4008207,3851637,1834253,3058556
87272047,Compans,40731,41082,39917,40000,38205,19210,33426
87381897,Conflans-Sainte-Honorine,4442590,4624289,4748100,4779174,4834179,2347335,3693330
87594119,Corrèze,3665,4771,4737,4209,4298,3271,4184
87615120,Couffoulens - Leuc,709,571,255,33,368,1613,2054
87444232,Couliboeuf,880,1013,1002,262,346,0,0
87116301,Coulommiers,997635,1101461,1212158,1307147,1413685,640283,1077277
87721241,Couzon-au-Mont-d'Or,39429,39264,36115,40076,56195,35181,52265
87276006,Creil,5964123,6219870,6474466,5959209,6370269,4230366,5085399
87396226,Crissé,1355,2054,2685,2138,1409,660,1152
87672600,Croix du Prince,3665,4777,3975,4622,6884,4705,6093
87116640,Crouy-sur-Ourcq,190715,196972,198756,199897,204707,88925,167305
87116772,Crécy-la-Chapelle,172569,179177,185303,187867,190995,84779,197337
87271593,Crépy-en-Valois,1963679,2230868,2653817,2104530,2200687,1331038,1765442
87755355,Cuers - Pierrefeu,48399,62915,78507,65472,87180,62084,112807
87342410,Cuinchy,47637,46774,47566,44635,47390,28144,28381
87142125,Culmont - Chalindrey,100673,76315,78547,64635,60945,35598,49367
87615484,Damiatte - Saint-Paul,22436,22814,21096,17446,20332,16042,21104
87317081,Dannes - Camiers,13095,15102,11730,9826,10346,9337,12562
87718429,Deluz,1868,1207,1192,597,1352,1240,1354
87212183,Dettwiller,163089,167653,177122,171185,169824,127770,145725
87276345,Deuil - Montmagny,3351403,3255886,3147953,3127940,3089529,891849,2557225
87287185,Deûlémont,894,574,390,332,316,147,396
87761841,Die,52579,54047,54460,48372,57018,40656,42652
87713040,Dijon,8323892,7974325,8388538,7835231,8581128,5606850,6569991
87478040,Dingé,11021,11056,9641,9997,11488,7880,9842
87337378,Dives-sur-Mer Port Guillaume,2978,2669,2978,1828,2510,1567,2663
87316109,Dommartin - Remiencourt,8177,8823,8963,7171,8642,7769,10797
87696427,Dompierre Sept Fons,17781,16866,17524,15074,14413,9188,13852
87286435,Don - Sainghin,293755,286843,295907,274350,279741,153240,138138
87172239,Donchery,21570,26257,25803,22467,23429,20503,30292
87142273,Donjeux,5536,5965,6276,4064,3588,3815,3560
87212357,Drusenheim,142517,139817,141026,142429,155110,108641,121387
87571612,Druye,13438,13999,17107,18357,16989,10637,13126
87214544,Duttlenheim,202676,201873,204673,205233,231471,152535,168502
87214239,Eichhoffen,17520,16648,14473,10526,13322,8899,10149
87214148,Erstein,610637,607337,656886,671466,743201,499591,569852
87116327,Esbly,2166527,2236234,2296992,2311341,2338728,1069700,1615645
87317537,Eu,37137,32507,31177,23158,19477,21903,27102
87116277,Faremoutiers - Pommeuse,265345,269543,273058,270856,269998,50530,225734
87181040,Flaxlanden,14723,13000,11298,9085,9965,6326,7890
87682427,Fontaine-le-Port,59224,55030,51024,46433,42287,17924,36204
87682211,Fontainebleau - Avon,4182635,4145407,4105860,3985604,3867663,1999331,5827647
87713586,Fontaines - Mercurey,35110,34670,38084,33136,33976,38179,32194
87413377,Foucart - Alvimare,11906,9040,7967,7041,7306,2059,3389
87214734,Fouday,14159,11868,12098,11128,10791,8789,8889
87141036,Foug,10217,10024,9859,7761,7974,6301,6388
87741629,Frontenex,30446,31855,30272,24340,33797,17745,24845
87175075,Fronville,661,587,287,630,1526,1289,514
87276659,Frépillon,314068,332173,349908,359839,353741,92066,316578
87775130,Gallargues-le-Montueux,5207,5696,6156,6312,7596,8776,16323
87497461,Gallieni Cancéropôle,54091,53400,61229,57969,56259,35229,39986
87672618,Gan,2578,2614,2428,2131,3853,2628,3818
87393439,Garancières - La Queue,321234,325044,330655,326533,328859,147010,266885
87382259,Garches - Marnes-la-Coquette,1797137,1713919,1791195,1835968,1891700,932660,1708430
87751420,Gardanne,646283,655568,702478,518485,458027,242519,315885
87584235,Gardonne,33820,37293,43953,38151,22457,21890,29751
87713842,Gemeaux,20887,23194,22008,19944,22959,20015,21872
87713313,Genlis,292316,284779,299221,275055,304092,265968,269995
87171587,Germaine,20198,19879,19527,17521,17553,13927,16565
87713503,Gevrey-Chambertin,95685,86418,99128,91622,106048,82277,64535
87684290,Gien,159968,146203,155425,145128,159748,102555,134222
87694869,Gilly-sur-Loire,6047,5764,4186,2677,3741,3469,4166
87757641,Golfe Juan Vallauris,386288,373614,431803,394434,457687,256873,364264
87481432,Gorges,29896,77112,101521,103820,87678,37904,50908
87212241,Graffenstaden,35392,29117,28914,27446,33255,17816,18085
87184432,Grandvillars,0,0,0,194,6894,7904,8079
87447680,Granville,353183,378926,385901,373504,471327,327623,426108
87393645,Gravigny Balizy,553195,543295,530728,507730,489424,104735,156103
87681379,Grigny Centre,6395274,6723757,7046881,7262293,7451784,3822746,8080635
87611673,Grisolles,92928,93638,94720,76716,88875,76876,98061
87746107,Grésy-sur-Aix,67310,61292,65582,60119,69592,53176,69400
87171736,Guignicourt,157933,164789,172022,152559,150359,151005,163266
87474296,Guimiliau,5911,4227,3890,3293,2254,807,381
87565143,Halte de Fontanil – Lycée de Drap,24618,29718,36186,31377,32827,18730,26294
87313494,Ham,166096,154482,162313,153584,161089,118593,181111
87313338,Hargicourt - Pierrepont,16591,17562,17002,14222,16867,15700,17226
87313882,Haute Picardie TGV,461701,457110,510885,470321,468805,246978,335592
87214627,Heiligenberg - Mollkirch,26619,26880,25236,24619,26388,17456,19093
87193383,Herny,12662,11525,10210,8589,8999,5431,6950
87324335,Hirson Écoles,58573,57945,51563,38649,28484,32721,32712
87345157,Hénin-Beaumont,570879,562571,603932,593805,632805,391428,439477
87393561,Igny,475777,475809,474176,462240,454785,175992,231674
87303875,Ingersheim Cité Scolaire,31209,29867,26196,20227,19495,18930,11943
87575134,Ingrandes sur Vienne,3017,4683,4789,5013,6006,4722,4682
87713859,Is-sur-Tille,216293,208226,218702,192670,171380,85318,86326
87734202,Issoire,518082,497542,532162,482284,573560,411109,471128
87597062,Issoudun,212196,211367,219390,204175,225644,150188,178972
87393306,Issy Val de Seine,6228280,6198775,6140140,5933850,5823421,2303136,2531839
87393074,Issy-les-Moulineaux,2476163,2500733,2511813,2477283,2449700,1030188,1635243
87577403,Iteuil,9591,9533,8493,8885,10228,7509,10316
87413716,Jacques Monod la Demi-Lieue,10051,8253,8120,5428,7934,4865,7089
87471334,Janzé,367720,306547,205288,199836,200625,173173,180846
87171314,Jonchery-sur-Vesle,103105,96554,91780,77268,76262,81555,94269
87394155,Jouy,147729,145516,138061,120614,119108,96053,107028
87571885,Joué-lès-Tours,64733,59882,58228,54472,59792,40648,44320
87191700,Jœuf,35302,34647,37144,30885,37612,26881,33378
87191619,Koenigsmacker,1585,1470,994,860,1359,760,583
87214114,Kogenheim,31420,29731,26817,24598,28436,22068,24428
87592634,L'Aiguille,5492,5854,4685,2746,3261,1852,2301
87611806,L'Isle-Jourdain,327705,327780,348704,286500,332085,258547,299817
87761239,L'Isle-d'Abeau,286944,246449,264152,251901,286245,199388,269107
87635581,La Barasse,4047,5171,7963,8554,10851,7390,10255
87271171,La Barre Ormesson,2978869,2938751,2884526,2929551,2958201,1355505,2624736
87775171,La Bastide - Saint-Laurent-les-Bains,35358,31174,26453,24742,23374,13692,21510
87481754,La Baule-Escoublac,502380,535098,571079,538183,585576,390788,541595
87756874,La Brigue,3035,2757,3516,2694,3758,2044,1633
87481564,La Chapelle-sur-Erdre,20869,24850,24352,25404,31155,18377,22876
87485474,La Crèche,13394,11074,12038,12109,19339,15336,18345
87009696,La Douzillère,17749,13502,11507,11104,10886,7664,9147
87313239,La Faloise,9207,9104,8856,8237,8722,7969,9743
87286427,La Fontaine,4910,5429,4687,3634,4540,1408,2347
87478081,La Fresnais,14727,14777,14017,12175,15788,9665,12790
87755306,La Garde,90856,122358,149990,135474,166866,107607,184235
87478099,La Gouesnière - Cancale - Saint-Méloir-des-Ondes,26543,25953,31673,40271,49866,34881,48289
87481416,La Haie-Fouassière,111314,154299,191169,195733,191917,109882,127771
87582635,La Hume,158726,148957,153705,156975,189202,118014,151355
87485185,La Jarrie,0,119,6372,9346,18035,13853,17939
87286187,La Madeleine,11508,10580,10248,8509,9570,8254,12674
87473124,La Méaugon,45,7,9,141,672,803,546
87487884,La Ménitré,163319,169405,178319,167257,167703,96478,125368
87755314,La Pauline Hyères,97928,103414,129885,120943,148961,107072,171742
87582643,La Teste-de-Buch,355115,338306,362996,354138,406288,269877,341568
87721548,La Tour-de-Salvagny,117579,143412,163632,158978,157983,130937,163158
87723478,La Tour-du-Pin,1025289,1059154,1078152,1055591,1118580,740604,908265
87611459,La Ville-Dieu-du-Temple,11127,9073,10242,9992,11468,11941,18839
87313676,Laboissière - Le Déluge,17744,21395,23832,25292,27855,25990,38292
87645150,Lacapelle-Viescamp,32,16,9,31,51,18,87
87584441,Lalinde,22561,20266,22235,22985,14540,14034,22715
87611855,Lamagistère,20983,21427,23252,18339,16800,14791,18406
87144303,Lamarche,1019,1020,530,242,505,456,352
87543140,Lamotte-Beuvron,252593,239096,234230,226203,238286,173643,205129
87721860,Lamure-sur-Azergues,32362,26273,22679,21666,25077,15377,20077
87473264,Landébia,5031,3656,3324,3078,2057,1847,1342
87734319,Langeac,23675,22834,26246,20721,25507,15948,21742
87734350,Langogne,26222,29672,30735,25211,28294,20007,25922
87671123,Lannemezan,105410,91450,95005,73290,67169,53489,82322
87296012,Laon,963358,930065,920217,806156,823870,625531,792522
87545160,Lardy,447043,446652,444831,432949,425172,205073,332153
87611483,Latour-de-Carol - Enveitg,51611,48806,49671,47425,56705,37219,53545
87594796,Laval-de-Cère,627,576,533,584,412,338,247
87597740,Lavaufranche,301,294,394,421,518,251,408
87144162,Laveline-devant-Bruyères,10706,13068,14006,11298,5376,3175,3270
87381202,Lavilletertre,20267,19806,16843,13502,11988,8309,14420
87271395,Le Bourget,12609210,13441953,14285674,14912785,15544841,9835861,12470323
87697359,Le Bourget T11,0,0,1246435,2456747,2400737,896650,4403085
87746883,Le Buet,1377,1404,1418,1642,2074,1890,2262
87594614,Le Burg,517,243,465,412,217,275,854
87295220,Le Cateau-Cambrésis,26810,23445,23327,21113,27490,25360,25044
87611046,Le Fauga,57731,53867,62201,52728,51144,47824,61949
87444323,Le Grand Jardin,23324,23684,30546,27263,29111,15895,12044
87316687,Le Haut Banc,6543,6223,6494,4759,4388,2705,1804
87413013,Le Havre,2187132,2026260,2177533,2064894,2307865,1463213,1716469
87396002,Le Mans,8127475,7912660,8176901,7564034,7608629,4279841,5867393
87721522,Le Méridien La Ferrière,155012,169704,187504,185874,193773,155515,152601
87393298,Le Perray-en-Yvelines,764750,761212,754939,733118,715156,354142,514506
87681627,Le Plessis Chenet,45980,45020,43875,41814,40266,10114,36744
87734699,Le Puy-en-Velay,314622,298132,258444,290301,340273,209696,293996
87113472,Le Raincy - Villemomble - Montfermeil,9054018,9284783,9472141,9505714,9515448,4111461,5784022
87471342,Le Theil-de-Bretagne,29396,25002,16854,15678,12541,12032,14312
87757575,Le Trayas,6564,5471,4583,3821,7145,6186,10088
87755447,Les Arcs - Draguignan,914408,923366,1001725,855748,941604,615701,903427
87492108,Les Ardoines,2462788,2525837,2578806,2586453,2591321,1011006,1871348
87393280,Les Essarts-le-Roi,896622,879511,856897,820436,789251,369081,567670
87595736,Les Eyzies-de-Tayac-Sireuil,21824,22584,21489,17280,20871,10521,12349
87713115,Les Laumes Alésia,208438,195231,215028,199605,209064,170280,183653
87481259,Les Moutiers-en-Retz,7070,11809,13334,14809,20176,15453,19497
87276238,Les Noues,1724995,1674500,1618916,1539584,1461270,773295,1272141
