code_uic_complet,nom_gare,total_voyageurs_non_voyageurs_2015,total_voyageurs_non_voyageurs_2016,total_voyageurs_non_voyageurs_2017,total_voyageurs_non_voyageurs_2018,total_voyageurs_non_voyageurs_2019,total_voyageurs_non_voyageurs_2020,total_voyageurs_non_voyageurs_2021
87476259,Hennebont,132554,131130,135785,124587,150458,101630,134383
87191163,Hettange-Grande,655236,689263,666183,574818,591047,385316,458149
87393462,Houdan,1026284,996756,959657,878035,809939,366492,577175
87386409,Houilles - Carrières-sur-Seine,13827319,14383250,14909464,15190406,15533521,7442169,4254501
87641217,Huriel,120,150,112,24,26,6,15
87184507,Héricourt,189731,173055,177926,155940,185342,154923,167525
87682435,Héricy,57934,58087,58225,57252,56569,26867,65517
87215103,Igney - Avricourt,21727,22803,21906,21470,21350,14494,14717
87393033,Invalides,12310511,12138735,11941725,11541909,11104701,4118025,4931817
87722249,Irigny Yvours,0,0,0,2,16431,24067,26690
87342279,Isbergues,245167,220037,225503,208169,219400,130662,148320
87545301,Ivry-sur-Seine,4899522,4976350,5034584,4987697,4974218,2174567,2718878
87594085,Jassonneix,17,651,971,650,960,496,960
87393066,Javel,3602308,3643685,3667671,3621602,3586477,1839261,2372151
87700153,Joncherey,0,0,0,120,3429,4860,4837
87381558,Juziers,252094,251359,268597,281817,296880,144256,307728
87182642,Kruth,25185,25601,25830,24164,26336,18542,20013
87751602,L'Estaque,80435,81891,95693,76040,95712,56514,104237
87486126,L'Herbergement - Les Brouzils,73687,82761,89563,90305,97831,64010,80849
87611517,L'Hospitalet-près-l'Andorre,21743,20230,18765,14734,12852,6753,10849
87276527,L'Isle-Adam - Parmain,849272,871379,892500,901306,927670,462888,855329
87765479,L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse,178383,170802,179632,150721,164832,97109,139105
87481069,La Basse Indre - Saint-Herblain,25242,30153,28283,24395,35569,22448,26223
87487843,La Bohalle,23516,24580,23632,24016,27951,16229,14275
87641464,La Bourboule,10913,8857,9428,8185,9000,6258,11256
87382432,La Celle-Saint-Cloud,2006487,2036429,2077227,2080360,2090228,761361,1923942
87543371,La Chapelle-Saint-Mesmin,6525,7211,8066,8556,12272,5215,6870
87696195,La Charité-sur-Loire,197943,188859,193152,168709,168644,156014,181554
87574251,La Chaussée-Saint-Victor,1940,1395,2145,2513,2175,897,868
87592501,La Coquille,20926,20871,20906,17110,16363,10395,15210
87753541,La Couronne Carro,34769,31843,30708,21672,25227,12542,25599
87576082,La Ferté-Imbault,13084,13175,11562,11904,12963,11851,12922
87116673,La Ferté-Milon,123281,120942,118228,119892,128417,72807,99790
87296632,La Fère,168966,168247,159473,131152,127943,118004,138427
87584755,La Gorp,29584,37327,53238,74664,106126,73619,109282
87592337,La Jonchère-Saint-Maurice,13240,13579,13285,12394,12096,14282,14497
87394254,La Loupe,456318,448954,450193,438656,480629,399998,508918
87545459,La Norville - Saint-Germain-lès-Arpajon,624240,631898,636395,627405,624015,264282,387213
87751719,La Pomme,4165,5644,7603,5903,8213,8093,14168
87753574,La Redonne Ensuès,47873,40809,46974,41776,46278,28337,43303
