datasetid,recordid,total_voyageurs_non_voyageurs_2018,total_voyageurs_non_voyageurs_2021,total_voyageurs_non_voyageurs_2015,segmentation_drg,total_voyageurs_2020,total_voyageurs_non_voyageurs_2016,total_voyageurs_2018,totalvoyageurs2017,total_voyageurs_non_voyageurs_2017,total_voyageurs_non_voyageurs_2019,code_uic_complet,code_postal,total_voyageurs_non_voyageurs_2020,total_voyageurs_2019,total_voyageurs_2021,total_voyageurs_2016,total_voyageurs_2015,nom_gare,record_timestamp
frequentation-gares,e2dce1d5a7e9f9b17947cedf623df89a9179de69,193577,150650,202770,b,109447,209885,154861,171123,213904,177618,87296269,2110,136809,142094,120520,167908,162216,Bohain-en-Vermandois,2022-11-18T15:48:22.919+01:00
frequentation-gares,f5fed5ef99a5257058f50c3a3af776403e537cc7,5453024,4906735,5307858,b,1956992,5106507,5453024,5474708,5474708,5459393,87381079,92270,1956992,5459393,4906735,5106507,5307858,Bois-Colombes,2022-11-18T15:48:22.919+01:00
frequentation-gares,400c5025f80fc6c5252a628a87912c7b00d9aaff,58,78,174,c,13,120,58,82,82,61,87645184,15600,13,61,78,120,174,Boisset,2022-11-18T15:48:22.919+01:00
frequentation-gares,24663062a83c238df79f758170df1bfd51fecc79,129907,89893,130124,b,68921,131326,129907,132082,132082,129195,87682518,77310,68921,129195,89893,131326,130124,Boissise-le-Roi,2022-11-18T15:48:22.919+01:00
frequentation-gares,d6bf139968065fbb2c2f4f6918cbeee2f5ca2488,324461,290775,323479,b,204231,321937,259569,260987,326234,373210,87182709,68540,255288,298568,232620,257549,258783,Bollwiller,2022-11-18T15:48:22.919+01:00
frequentation-gares,8fa2132f1ea35f3317514c3a4e3c91d7277d4069,35211,41599,43229,c,28093,36828,35211,37827,37827,42944,87545731,28800,28093,42944,41599,36828,43229,Bonneval,2022-11-18T15:48:22.919+01:00
frequentation-gares,a767460cf0b1e3cfd937d64f074c1bf6bf379786,57138,40429,64674,c,36464,55706,57138,59067,59067,66667,87726414,42160,36464,66667,40429,55706,64674,Bonson,2022-11-18T15:48:22.919+01:00
frequentation-gares,db7e01517b454d642162908b83215c2df110f602,44209,34587,42347,c,24170,43084,44209,46272,46272,41161,87276444,60820,24170,41161,34587,43084,42347,Boran-sur-Oise,2022-11-18T15:48:22.919+01:00
frequentation-gares,e42cc9138ef9133778c3878cf7fa98e98a6a9d27,348573,295802,359394,b,209769,373462,278858,305842,382303,371797,87276717,60540,262211,297438,236641,298770,287515,Bornel - Belle-Église,2022-11-18T15:48:22.919+01:00
frequentation-gares,82a8e4e54765493e0f80e52d797aa50d8a4fbb71,26796,35343,17241,c,24669,19696,26796,25179,25179,33921,87481200,44830,24669,33921,35343,19696,17241,Bouaye,2022-11-18T15:48:22.919+01:00
frequentation-gares,f76c0dfad8665c7ac2da95e6630d5cc2e3204ae7,34644,17881,32641,c,25002,33428,34644,36656,36656,37029,87345389,59111,25002,37029,17881,33428,32641,Bouchain,2022-11-18T15:48:22.919+01:00
frequentation-gares,f60a11fe024a6035b64ff645dd0bb49af9704f3b,3290898,1151507,3728741,b,723394,3615337,3290898,3484634,3484634,3130349,87543181,75016,723394,3130349,1151507,3615337,3728741,Boulainvilliers,2022-11-18T15:48:22.919+01:00
frequentation-gares,b4021e08a7cdfb6bcbe96823e71299488454b9ef,1463257,953033,1408495,b,626559,1442819,1463257,1470879,1470879,1476220,87545178,91850,626559,1476220,953033,1442819,1408495,Bouray,2022-11-18T15:48:22.919+01:00
frequentation-gares,3469a7608eda9df5515729f25eda75b36c806ee9,14818,18171,10384,c,17061,14627,14818,15587,15587,20921,87281279,59630,17061,20921,18171,14627,10384,Bourbourg,2022-11-18T15:48:22.919+01:00
frequentation-gares,4206b72d4461382c9a6e078135e070dc3ce34240,430832,255739,419412,b,246215,434087,344666,345929,432412,461416,87741793,73700,307769,369133,204591,347270,335530,Bourg-Saint-Maurice,2022-11-18T15:48:22.919+01:00
frequentation-gares,313137742116c1425f085756eed6283d8c07db33,2078542,1816363,2230804,a,1214094,2160018,1662833,1814080,2267600,2213109,87743005,1000,1517618,1770487,1453090,1728014,1784643,Bourg-en-Bresse,2022-11-18T15:48:22.919+01:00
frequentation-gares,86de42db4405d244c9a7dc54826de72a41238feb,10112,12569,9460,c,10228,8375,10112,8340,8340,8764,87712265,21490,10228,8764,12569,8375,9460,Bretigny - Norges,2022-11-18T15:48:22.919+01:00
frequentation-gares,4373963929c36bcf59db12bc95a0a642b0477d28,9516,18951,8258,c,10420,8257,9516,10354,10354,13096,87415364,27800,10420,13096,18951,8257,8258,Brionne,2022-11-18T15:48:22.919+01:00
frequentation-gares,6bf2279ae7b6cae6be288f3bfe15b9b7fae01415,77937,79521,87560,c,61464,82274,77937,93356,93356,95704,87734269,43100,61464,95704,79521,82274,87560,Brioude,2022-11-18T15:48:22.919+01:00
frequentation-gares,561bf3f63656dbc239e7b5acbcbf323b96981bb5,563815,486002,492583,b,423151,522294,563815,565974,565974,619310,87212134,67170,423151,619310,486002,522294,492583,Brumath,2022-11-18T15:48:22.919+01:00
frequentation-gares,38e1bbb3c6e3be878599cbadbee01a14b05385aa,339493,247376,387979,b,127358,375428,339493,361155,361155,324134,87381624,78980,127358,324134,247376,375428,387979,Bréval,2022-11-18T15:48:22.919+01:00
frequentation-gares,79aa91f2a46db757dca2c36ebf7ae80e73b83d02,129216,104512,159566,b,66030,163568,103373,133082,166352,134779,87387092,27730,82538,107823,83609,130854,127653,Bueil,2022-11-18T15:48:22.919+01:00
frequentation-gares,a3b50de3de4d5757026da3dcf067ab53856592a0,218631,132656,255861,b,99295,245573,174904,198058,247573,227299,87342105,62160,124119,181839,106125,196459,204688,Bully - Grenay,2022-11-18T15:48:22.919+01:00
frequentation-gares,6932c70fa50380e1f3802ab4499540fee449ce31,4466,6242,11908,c,6415,11428,4466,8714,8714,5284,87718122,25320,6415,5284,6242,11428,11908,Byans-sur-Doubs,2022-11-18T15:48:22.919+01:00
frequentation-gares,f9c837f3c749a97862ad70ef002e415e3b53c539,15337,23592,17230,c,16035,16859,15337,17095,17095,13726,87781609,34600,16035,13726,23592,16859,17230,Bédarieux,2022-11-18T15:48:22.919+01:00
frequentation-gares,95ae4f2fb2bffba50b1118f8c28c29456c1d08f8,20,9,70,c,10,7,20,7,7,5,87594747,46110,10,5,9,7,70,Bétaille,2022-11-18T15:48:22.919+01:00
frequentation-gares,287f367822516a736e7dd550b32b85bb27eeab4c,1517639,1490913,1572243,a,831286,1717923,1214111,1441893,1802366,1411274,87781005,34500,1039108,1129019,1192730,1374338,1257794,Béziers,2022-11-18T15:48:22.919+01:00
frequentation-gares,a0a2c48bf1bd0d6fee4de60940758567c5e9e649,3429729,3051389,3938070,a,1959000,3713894,2835925,3191694,3859991,3837395,87444000,14000,2369188,3173011,2523089,3070891,3256254,Caen,2022-11-18T15:48:22.919+01:00
frequentation-gares,d42ed65d166d265bacc2832b1e9c97e108e74824,1118979,1153956,1343647,b,757575,1249149,895183,982337,1227921,1248299,87317263,62100,946969,998639,923165,999319,1074918,Calais,2022-11-18T15:48:22.919+01:00
frequentation-gares,f9c8d8cca6e8b0d6f811c6314eef7ff4f00ebb87,23917,36048,22912,c,29476,21166,23917,24032,24032,27278,87473546,22160,29476,27278,36048,21166,22912,Callac,2022-11-18T15:48:22.919+01:00
frequentation-gares,271871e817d3de18fbe4e620a2327a67d86f8617,770,479,846,c,531,487,770,915,915,763,87783340,12560,531,763,479,487,846,Campagnac - Saint-Geniez,2022-11-18T15:48:22.919+01:00
frequentation-gares,c5f0a3bbad2e845da7667d71a37dbbdf34fc37fd,42550,19417,44067,c,18436,40890,42550,45486,45486,46429,87345413,59169,18436,46429,19417,40890,44067,Cantin,2022-11-18T15:48:22.919+01:00
frequentation-gares,0787c86a8c497fe25c15430a3a7a98aa835b501d,1403,0,1697,c,0,1404,1403,1948,1948,0,87447144,50570,0,0,0,1404,1697,Carantilly - Marigny,2022-11-18T15:48:22.919+01:00
frequentation-gares,e74ae524f774776519d5c23ea128efd8b163bba6,264763,272274,356478,b,191932,330630,211810,275991,344989,302718,87611061,31390,239915,242174,217819,264504,285182,Carbonne,2022-11-18T15:48:22.919+01:00
frequentation-gares,1cf3abbda9df38d2b69cff271b6a8dca6746c011,220327,168035,241097,b,115933,228536,182871,204135,245945,239495,87447243,50500,139679,198781,139469,189685,200110,Carentan,2022-11-18T15:48:22.919+01:00
frequentation-gares,a6368ace6109876a83cd807466761443b70d4097,76308,87641,100213,c,62788,89990,76308,96438,96438,84973,87615625,81400,62788,84973,87641,89990,100213,Carmaux,2022-11-18T15:48:22.919+01:00
frequentation-gares,58747700db642b70719dd974763517eaa5b72cc4,391332,288951,186567,b,163728,322107,313065,356186,445232,392321,87765735,84000,204661,313857,231161,257686,149254,Carpentras,2022-11-18T15:48:22.919+01:00
frequentation-gares,7038fbe4f6a7744ab1c0335054e94e2834039563,320576,336710,283616,b,204879,297811,256460,271895,339869,367728,87751776,13260,256099,294183,269368,238249,226893,Cassis,2022-11-18T15:48:22.919+01:00
frequentation-gares,a673ddb680f816f0ff9780038267c03188134852,68087,90966,86276,c,61749,84572,68087,82548,82548,76508,87611897,82100,61749,76508,90966,84572,86276,Castelsarrasin,2022-11-18T15:48:22.919+01:00
frequentation-gares,1ef288820d0ffaa425c29f273278d6b168f1c5f1,65841,55654,55445,c,38370,47933,55965,60107,70714,85075,87581538,33700,45141,72314,47306,40743,47128,Caudéran Mérignac,2022-11-18T15:48:22.919+01:00
frequentation-gares,958fd104b836e5ce6612b2d2e15842d3b9d89928,101945,144476,130994,b,77676,124508,81556,102636,128295,113577,87613356,82300,97095,90861,115581,99606,104795,Caussade,2022-11-18T15:48:22.919+01:00
frequentation-gares,7b4bbec06d8d011f2fcee80706ac7d2c93445145,44820,53449,30154,c,40871,31594,44820,39048,39048,55349,87491217,33620,40871,55349,53449,31594,30154,Cavignac,2022-11-18T15:48:22.919+01:00
frequentation-gares,2447501855c2203beff8bde9e90ea74da2a775eb,2141123,1220134,2259694,b,826308,2243095,2141123,2215556,2215556,2087642,87682161,77240,826308,2087642,1220134,2243095,2259694,Cesson,2022-11-18T15:48:22.919+01:00
frequentation-gares,48354874e3c1637f8391798b15e16f500db84bda,187171,189818,136259,b,118681,177029,149736,158081,197601,224422,87481390,85300,148351,179537,151854,141623,109007,Challans,2022-11-18T15:48:22.919+01:00
frequentation-gares,6c01cfa84b34419f62afd0ad95e3c074eace9a14,1548072,1481873,1765939,b,1040278,1621767,1238458,1366947,1708684,1636309,87725002,71100,1300348,1309047,1185498,1297413,1412751,Chalon-sur-Saône,2022-11-18T15:48:22.919+01:00
frequentation-gares,8a9a030c32ac86020832de3ffd035a43dc9b0162,168310,141980,190371,b,100733,179657,134648,142873,178591,188349,87746784,74400,125916,150679,113584,143725,152296,Chamonix-Mont-Blanc,2022-11-18T15:48:22.919+01:00
frequentation-gares,0149348ab9179b0812e563a003e8a5f006772929,27915,29576,26523,c,22831,28457,27915,32484,32484,25795,87741231,73390,22831,25795,29576,28457,26523,Chamousset,2022-11-18T15:48:22.919+01:00
frequentation-gares,36f4f1a32caa9579ee1cbf5fe07d0b3ce72bbc03,353481,311096,296487,b,158430,320066,353481,344530,344530,342276,87276519,95660,158430,342276,311096,320066,296487,Champagne-sur-Oise,2022-11-18T15:48:22.919+01:00
frequentation-gares,45c5f8d1d46732805c1ed5781fd229c34e888523,505753,415355,457828,b,237145,478155,505753,497079,497079,518423,87682450,77430,237145,518423,415355,478155,457828,Champagne-sur-Seine,2022-11-18T15:48:22.919+01:00
frequentation-gares,b2f954bb88c12101b3c794575cbfa3524d9deac4,44324,52818,43545,c,52119,43374,44324,46864,46864,52227,87185348,70290,52119,52227,52818,43374,43545,Champagney,2022-11-18T15:48:22.919+01:00
frequentation-gares,dde4d5d00863c8b2a8966a03dc6da0951aec9d7e,11239,17742,18940,c,12645,13210,11239,9340,9340,14994,87141085,54250,12645,14994,17742,13210,18940,Champigneulles,2022-11-18T15:48:22.919+01:00
frequentation-gares,40c50814ebf3eae90a954fb48f162709ce399e03,35066,34645,26504,c,27555,28301,35066,30325,30325,45506,87481051,44000,27555,45506,34645,28301,26504,Chantenay,2022-11-18T15:48:22.919+01:00
frequentation-gares,1f3693059b246e3350c7949c66da066c2bfe0d99,2697096,2339364,2690574,b,1694056,2778811,2427387,2603456,2892729,2977509,87276113,60500,1882284,2679758,2105427,2500930,2421516,Chantilly - Gouvieux,2022-11-18T15:48:22.919+01:00
frequentation-gares,91d0f5458a242de74a35058446975419cdbaea45,500,1153,311,c,611,464,500,500,500,707,87734343,48600,611,707,1153,464,311,Chapeauroux,2022-11-18T15:48:22.919+01:00
frequentation-gares,c9513141e522f147051ff616950b8b3833d25cb7,164988,179937,161627,b,136089,150786,158389,160477,167164,203390,87722561,38670,141759,195254,172740,144755,155162,Chasse-sur-Rhône,2022-11-18T15:48:22.919+01:00
frequentation-gares,b7d20ec1f5eb61687d2722e66cfcadc67ba48672,9327,9623,14777,c,10429,13434,9327,15049,15049,9833,87712679,21170,10429,9833,9623,13434,14777,Chaugey,2022-11-18T15:48:22.919+01:00
frequentation-gares,572df751f3bd7818744f65cf9f746ea5a3af9f29,2355862,1666108,1907117,b,849953,2233621,2355862,2314358,2314358,2409913,87382333,92370,849953,2409913,1666108,2233621,1907117,Chaville Rive Droite,2022-11-18T15:48:22.919+01:00
frequentation-gares,75e24777f1fefb5eaedfedcd3f0851de4ba31c0f,1571,2911,2683,c,1822,1393,1571,1193,1193,1416,87175117,52170,1822,1416,2911,1393,2683,Chevillon,2022-11-18T15:48:22.919+01:00
frequentation-gares,c9d623f68960d9378c4ba16b411477f04dc09473,25476,23974,29656,c,20332,24603,25476,27867,27867,28748,87276311,60710,20332,28748,23974,24603,29656,Chevrières,2022-11-18T15:48:22.919+01:00
frequentation-gares,5f512544e1b011e9791de9f2ef8f283931e32bb1,20149,19144,15915,c,16002,15265,20149,20739,20739,23568,87741116,73310,16002,23568,19144,15265,15915,Chindrieux,2022-11-18T15:48:22.919+01:00
frequentation-gares,ee13288e810a2f9ffd641db934e63060a86eeaa6,148029,154340,156720,b,107852,150134,118423,125882,157353,173825,87571687,37500,134815,139060,123472,120107,125376,Chinon,2022-11-18T15:48:22.919+01:00
frequentation-gares,381046134af4391c10993da165134ca29ad19d0c,13621599,8997300,14267343,b,6390626,14178267,13621599,14029876,14029876,13240339,87545285,94600,6390626,13240339,8997300,14178267,14267343,Choisy-le-Roi,2022-11-18T15:48:22.919+01:00
frequentation-gares,cf090418b2413b9a3215ffa5eff5855565fc2731,4616,818,13082,c,475,10939,4616,8329,8329,751,87574301,41150,475,751,818,10939,13082,Chouzy-sur-Cisse,2022-11-18T15:48:22.919+01:00
frequentation-gares,2980e77fd58a47f235c377190682f3904979f8c0,1317,2114,1163,c,1671,895,1317,1091,1091,1871,87595165,24460,1671,1871,2114,895,1163,Château-l'Évêque,2022-11-18T15:48:22.919+01:00
frequentation-gares,10871e58c3588274d05d281e21836c5e9ce851d1,48544,31666,47548,c,36591,48921,48544,51176,51176,56387,87491506,16120,36591,56387,31666,48921,47548,Châteauneuf-sur-Charente,2022-11-18T15:48:22.919+01:00
frequentation-gares,40bfc45bfd40521f4864b61cc8d50ab3f9a08e16,10169,12364,8646,c,9087,10492,10169,11001,11001,11356,87473140,22170,9087,11356,12364,10492,8646,Châtelaudren - Plouagat,2022-11-18T15:48:22.919+01:00
frequentation-gares,71abc3627b205a80dc274e0cc608dac42487bbd8,106829,123458,92784,c,81152,92624,106829,98350,98350,113762,87571836,37130,81152,113762,123458,92624,92784,Cinq-Mars-la-Pile,2022-11-18T15:48:22.919+01:00
frequentation-gares,c03bb9b4d37d2f5e3eb899351e4db092d012fd32,87462,90708,106980,c,69824,100360,87462,98692,98692,96422,87313551,60660,69824,96422,90708,100360,106980,Cires-lès-Mello,2022-11-18T15:48:22.919+01:00
frequentation-gares,aab035e8f8b5a1caa0eca0f152ba9d6c95df66b4,48,733,769,c,997,436,48,120,120,408,87296178,2000,997,408,733,436,769,Clacy - Mons,2022-11-18T15:48:22.919+01:00
frequentation-gares,41289f3284b76245ef5037ae5c8c85b8afbc2aae,21852,21382,25616,c,17143,23797,21852,24943,24943,27041,87696807,58500,17143,27041,21382,23797,25616,Clamecy,2022-11-18T15:48:22.919+01:00
frequentation-gares,90b8503620e21737c7f4c565b182c6c7c2ff82b8,10863687,9184506,8018296,b,4471252,10573894,10863687,10745166,10745166,11275885,87381129,92110,4471252,11275885,9184506,10573894,8018296,Clichy - Levallois,2022-11-18T15:48:22.919+01:00
frequentation-gares,d79c63e3a81390e600905519264964fa089b7e41,1047319,897484,965360,b,609207,1000605,837855,843331,1054163,1167645,87481440,44190,761509,934116,717987,800484,772288,Clisson,2022-11-18T15:48:22.919+01:00
frequentation-gares,7776ca64b2b151f51f9c906e3660bc73cb38f1a5,498229,358287,565792,b,226641,546690,498229,527712,527712,466909,87393272,78310,226641,466909,358287,546690,565792,Coignières,2022-11-18T15:48:22.919+01:00
frequentation-gares,35c3ea940a387b1b7eaecc18a4d76257208134d4,26571,35154,27526,c,28857,29001,26571,25943,25943,28509,87713321,21110,28857,28509,35154,29001,27526,Collonges-lès-Premières,2022-11-18T15:48:22.919+01:00
frequentation-gares,1ab79a9285f476e7ca6718564f4fd65ced0ed997,4439263,3580781,4029491,a,2566878,4032868,3950944,3887862,4368384,4719957,87182014,68000,2884133,4200762,3186895,3589253,3586247,Colmar,2022-11-18T15:48:22.919+01:00
frequentation-gares,e798ea32b66336c265e9f588bd7b6c4ec63f9705,308601,259320,388807,b,182167,368906,246880,310686,388358,299622,87611467,31770,227709,239697,207456,295124,311046,Colomiers,2022-11-18T15:48:22.919+01:00
frequentation-gares,7a8f03eb771752e972dbaacbe6669360ada3e9c1,169606,116570,212736,b,92822,191139,135685,149476,186845,161158,87641415,3600,116028,128926,93256,152911,170189,Commentry,2022-11-18T15:48:22.919+01:00
frequentation-gares,3bbc85b5aba153fe668574fa92a1d6d8a19f0d3e,2705066,2358783,2895161,a,1495127,2847384,2164053,2313592,2891990,2847360,87276691,60200,1868909,2277888,1887027,2277907,2316129,Compiègne,2022-11-18T15:48:22.919+01:00
frequentation-gares,2602fd07621cac8929a648a20a019c79c57e4c47,120154,46483,126615,b,48376,122007,96123,104160,130200,110233,87387159,27190,60470,88186,37186,97605,101292,Conches-en-Ouche,2022-11-18T15:48:22.919+01:00
frequentation-gares,084348311a53565055b087ef8bfd18eedcdd666b,132436,115685,169549,b,72011,151190,105949,117396,146746,138483,87192666,54800,90014,110786,92548,120952,135639,Conflans - Jarny,2022-11-18T15:48:22.919+01:00
frequentation-gares,b3fbfa28f30bdea95da8a56ea58ff628546b3c5e,5328451,2519207,5483634,b,2651640,5490546,5328451,5463185,5463185,5226077,87381459,78700,2651640,5226077,2519207,5490546,5483634,Conflans Fin d'Oise,2022-11-18T15:48:22.919+01:00
frequentation-gares,db97096767c30ebafe373d270c4e3d04b0967e0f,26665,24991,43759,c,18447,37162,26665,30915,30915,25390,87144287,88140,18447,25390,24991,37162,43759,Contrexéville,2022-11-18T15:48:22.919+01:00
frequentation-gares,b52b764447fa2a6c6d2b974e2692907a0ce7279c,9324546,9146952,7600151,b,5418465,8205885,9324546,8829062,8829062,9842549,87681007,91100,5418465,9842549,9146952,8205885,7600151,Corbeil-Essonnes,2022-11-18T15:48:22.919+01:00
frequentation-gares,5acec2534655089786d6bdbfe7563a8a8f0c86bf,4865,4451,4394,c,3962,4664,4865,5091,5091,6542,87696617,58800,3962,6542,4451,4664,4394,Corbigny,2022-11-18T15:48:22.919+01:00
frequentation-gares,fd15d9eabae5bcb7be029cf8377df397d1715cae,126519,136373,152487,b,77824,146549,101215,109468,136835,121611,87571430,37320,97280,97289,109099,117239,121990,Cormery,2022-11-18T15:48:22.919+01:00
frequentation-gares,747c15b913148c350f7cb98950e79995c8b8633c,7267,9545,7102,c,7023,7064,7267,7048,7048,5811,87171769,2840,7023,5811,9545,7064,7102,Coucy-lès-Eppes,2022-11-18T15:48:22.919+01:00
frequentation-gares,bfb1724244d4d8e51aaa1df83aa5f167b8abcd69,12240,7865,7642,c,9656,7710,12240,7773,7773,26533,87281402,59210,9656,26533,7865,7710,7642,Coudekerque-Branche,2022-11-18T15:48:22.919+01:00
frequentation-gares,4fefb584a78605ff68d075a2f09a26d3a9f14216,6041,2941,15474,c,3814,13772,6041,8599,8599,3709,87571448,37310,3814,3709,2941,13772,15474,Courcay - Tauxigny,2022-11-18T15:48:22.919+01:00
frequentation-gares,0f449c70ab41b57ee0c934758691dda21317f444,94,1272,1126,c,703,816,94,396,396,102,87342063,62121,703,102,1272,816,1126,Courcelles-le-Comte,2022-11-18T15:48:22.919+01:00
frequentation-gares,551abf1a2bdbbebe36dc53efce062cf8937b75c7,20933,20659,30617,c,16959,27098,20933,25377,25377,22931,87192211,57530,16959,22931,20659,27098,30617,Courcelles-sur-Nied,2022-11-18T15:48:22.919+01:00
frequentation-gares,a5ec5f8206396089149f9bd64205aa172c5ca923,203605,206698,264339,b,89347,236418,124199,147753,242218,217728,87447110,50200,146471,132814,126086,144214,161247,Coutances,2022-11-18T15:48:22.919+01:00
frequentation-gares,073c73a8896bbc4b7d7ae2f9d4f1ecfc4796a9b8,4447,2135,2273,c,1531,3935,4447,3834,3834,2906,87313544,60660,1531,2906,2135,3935,2273,Cramoisy,2022-11-18T15:48:22.919+01:00
frequentation-gares,0bd17805d5b8af368714b9310f8ee8c9142567ca,6510,3049,10385,c,3694,6973,6510,6880,6880,7775,87286716,59170,3694,7775,3049,6973,10385,Croix - Wasquehal,2022-11-18T15:48:22.919+01:00
frequentation-gares,2a853dedba5f0c0ca4b27b09f625be0a9b857d51,216465,237032,179327,b,137254,185346,173172,179215,224018,276822,87756338,6800,171568,221457,189625,148277,143461,Cros de Cagnes,2022-11-18T15:48:22.919+01:00
frequentation-gares,fda1c20d706ec858acd47c1d2b10a7ef329d6e63,596,399,457,c,376,183,596,327,327,1011,87271874,2880,376,1011,399,183,457,Crouy,2022-11-18T15:48:22.919+01:00
frequentation-gares,a6890bfe43bdd17e53562ff5a2c2ac339747d7de,1993,3363,4094,c,2223,3029,1993,1738,1738,2684,87296152,2870,2223,2684,3363,3029,4094,Crépy - Couvron,2022-11-18T15:48:22.919+01:00
frequentation-gares,b2c8814e6c06a7475043ece8f8b3a867960fd72c,11178,21738,5988,c,14969,8527,11178,11186,11186,12805,87481457,85610,14969,12805,21738,8527,5988,Cugand,2022-11-18T15:48:22.919+01:00
frequentation-gares,5614b373b86f87aa2f6612b4eb20ba40c5166e71,321075,351003,246131,b,217265,265254,256860,233554,291943,381636,87582742,33720,271582,305309,280802,212203,196905,Cérons,2022-11-18T15:48:22.919+01:00
frequentation-gares,927183e94d85a54c9c5056cf594dcfbafbd9329f,1027727,808825,876390,b,323608,939476,1027727,1002882,1002882,992824,87271536,77230,323608,992824,808825,939476,876390,Dammartin - Juilly - Saint-Mard,2022-11-18T15:48:22.919+01:00
frequentation-gares,63ffed79979f0a2314ba1a801d0ac2c2ff9e8caf,21128,35449,26559,c,30667,28129,21128,25444,25444,24692,87718312,25410,30667,24692,35449,28129,26559,Dannemarie - Velesmes,2022-11-18T15:48:22.919+01:00
frequentation-gares,40917baf6a8b8d0392f10b4dcd0d34ce06458888,1250,19250,0,c,17348,0,1250,0,0,25996,87184440,90100,17348,25996,19250,0,0,Delle,2022-11-18T15:48:22.919+01:00
frequentation-gares,d3092331fdbdd3a1ed4255d9280d99aca76d28cf,20934,28179,28099,c,22128,25000,20934,24211,24211,24336,87172064,8800,22128,24336,28179,25000,28099,Deville,2022-11-18T15:48:22.919+01:00
frequentation-gares,2f06402a450c80f084c4207e2b400ab345064553,2234,586,2125,c,1373,1284,2234,1745,1745,1911,87141648,54930,1373,1911,586,1284,2125,Diarville,2022-11-18T15:48:22.919+01:00
frequentation-gares,bfa1e74eeaa6dc3e290772f8b26d55a6959a2a94,130296,132604,130026,b,82982,126159,104237,109674,137092,124653,87215665,67430,103728,99722,106083,100927,104021,Diemeringen,2022-11-18T15:48:22.919+01:00
frequentation-gares,465dca9528735bf95ff9928d9177a351823d5897,97502,126036,121288,b,84194,124336,78002,104385,130481,115104,87611681,82170,105242,92083,100828,99469,97030,Dieupentale,2022-11-18T15:48:22.919+01:00
frequentation-gares,63c8d4d3e2cda52ec16cb1f73b0d198b510467ef,25892,24292,27494,c,23302,26808,25892,26942,26942,25212,87575191,86130,23302,25212,24292,26808,27494,Dissay,2022-11-18T15:48:22.919+01:00
frequentation-gares,7079a85924f51185572fb2b58f3079d44b59b632,20593,20250,26357,c,14684,24560,20593,26720,26720,27525,87444414,14390,14684,27525,20250,24560,26357,Dives-sur-Mer - Cabourg,2022-11-18T15:48:22.919+01:00
frequentation-gares,af125f85d20c3ad699ca4655d0d4b09d475cc618,2694723,2377492,2734396,b,1238904,2710479,2694723,2673396,2673396,2620960,87276436,95330,1238904,2620960,2377492,2710479,2734396,Domont,2022-11-18T15:48:22.919+01:00
frequentation-gares,385864c67efcc51de21c4ae77639646c8451115c,374439,633544,273548,b,226155,307640,374439,343508,343508,416770,87540179,91410,226155,416770,633544,307640,273548,Dourdan La Forêt,2022-11-18T15:48:22.919+01:00
frequentation-gares,3a1e7022586712af9de60952ccf844c0f47d6035,35806,23847,28312,c,23792,34709,35806,37112,37112,46557,87756775,6340,23792,46557,23847,34709,28312,Drap - Cantaron,2022-11-18T15:48:22.919+01:00
frequentation-gares,57c9bc47fa1c34fbe973eb111615494654ae5269,9338,5055,13322,c,6308,12829,9338,10017,10017,8475,87316075,80730,6308,8475,5055,12829,13322,Dreuil-lès-Amiens,2022-11-18T15:48:22.919+01:00
frequentation-gares,2afd0d76ee3ab1726df0acba7e5d4b5025c722a2,474457,977745,0,b,220312,0,474457,240459,240459,464595,87697342,93120,220312,464595,977745,0,0,Dugny - La Courneuve T11,2022-11-18T15:48:22.919+01:00
frequentation-gares,3370fb7f2ac3e6906953be1712ea5048cf9a14f5,27692,11304,26163,c,12028,24212,27692,24707,24707,28572,87281469,59173,12028,28572,11304,24212,26163,Ebblinghem,2022-11-18T15:48:22.919+01:00
frequentation-gares,1d8d6864ac7afaf6c7945d9419119bf90f01cfb6,15104,15009,15433,c,11859,14582,15104,13195,13195,17186,87214106,67600,11859,17186,15009,14582,15433,Ebersheim,2022-11-18T15:48:22.919+01:00
frequentation-gares,30fb895f4c643e19fd8edc29e116c9abce69e1c6,123786,90116,176895,b,60362,159271,99029,121268,151585,137493,87763466,5200,75453,109995,72093,127417,141516,Embrun,2022-11-18T15:48:22.919+01:00
frequentation-gares,76c682a4edf852d2ca4d7ccab4fa1bf5fd66b408,429828,286373,433791,b,186037,431006,343863,348098,435123,468577,87214528,67960,232547,374862,229099,344805,347033,Entzheim Aéroport,2022-11-18T15:48:22.919+01:00
frequentation-gares,a88ba5c7c98fdfc586219f0760b04850738db105,1022305,857109,914634,b,426707,939831,1022305,959969,959969,1036432,87276584,95120,426707,1036432,857109,939831,914634,Ermont Halte,2022-11-18T15:48:22.919+01:00
frequentation-gares,642b1735ee7fc5145de48022d0307eac5e0169b1,306,299,285,c,697,327,306,342,342,515,87784843,66800,697,515,299,327,285,Err,2022-11-18T15:48:22.919+01:00
frequentation-gares,8c117c3e555f2154eb8b59a24c7194509b771d6b,128847,118724,106747,b,111606,112448,126270,122084,124575,149397,87281113,59470,113884,146409,116349,110199,104612,Esquelbecq,2022-11-18T15:48:22.919+01:00
frequentation-gares,ea6836248c66ea9bbddb33881d98f8e6e808a492,2718,1072,2630,c,2352,1852,2718,1824,1824,3655,87342527,62580,2352,3655,1072,1852,2630,Farbus,2022-11-18T15:48:22.919+01:00
