datasetid,recordid,total_voyageurs_non_voyageurs_2018,total_voyageurs_non_voyageurs_2021,total_voyageurs_non_voyageurs_2015,segmentation_drg,total_voyageurs_2020,total_voyageurs_non_voyageurs_2016,total_voyageurs_2018,totalvoyageurs2017,total_voyageurs_non_voyageurs_2017,total_voyageurs_non_voyageurs_2019,code_uic_complet,code_postal,total_voyageurs_non_voyageurs_2020,total_voyageurs_2019,total_voyageurs_2021,total_voyageurs_2016,total_voyageurs_2015,nom_gare,record_timestamp
frequentation-gares,912ac88323a0ee5a438d102eaf7ddaa4e4591aa3,223630,182010,226840,b,116301,221647,178904,191196,238995,242978,87193359,57380,145376,194382,145608,177317,181472,Faulquemont,2022-11-18T15:48:22.919+01:00
frequentation-gares,886fba2f590737dbe2bc5d3df8b6958254ff6dad,9990,864,19122,c,1392,15714,9990,15591,15591,6453,87317503,80210,1392,6453,864,15714,19122,Feuquières - Fressenneville,2022-11-18T15:48:22.919+01:00
frequentation-gares,2502738aeac51d11a00c57e01b27ff67fc8ba9f2,8596,4068,15101,c,2163,12051,8596,12712,12712,4046,87447649,50320,2163,4046,4068,12051,15101,Folligny,2022-11-18T15:48:22.919+01:00
frequentation-gares,834771f07b03cdb57193b8bc8eec98efe613b98e,44814,58068,45205,c,40745,52547,44814,52883,52883,47484,87784819,66120,40745,47484,58068,52547,45205,Font-Romeu-Odeillo-Via,2022-11-18T15:48:22.919+01:00
frequentation-gares,9c33fd1546f97ccebd5382a4fea97a4447078ab9,93,0,80,c,0,61,93,82,82,89,87491159,17500,0,89,0,61,80,Fontaines-d'Ozillac,2022-11-18T15:48:22.919+01:00
frequentation-gares,de2eeb8e83a1f9e257048c9f8877a24b6f4d37de,2800672,2142184,1894635,b,1461947,2181172,2800672,2498898,2498898,3165988,87393405,78330,1461947,3165988,2142184,2181172,1894635,Fontenay-le-Fleury,2022-11-18T15:48:22.919+01:00
frequentation-gares,9c0e4d434c12dbca13dbb9738e0e9108c7bd535e,2123,1363,3164,c,1890,2389,2123,1590,1590,2420,87486316,85480,1890,2420,1363,2389,3164,Fougeré,2022-11-18T15:48:22.919+01:00
frequentation-gares,42247f5cad8c43a2906e097445016d741eb923ec,53799,80161,45306,c,70769,42094,53799,46450,46450,73054,87417444,51100,70769,73054,80161,42094,45306,Franchet d'Esperey,2022-11-18T15:48:22.919+01:00
frequentation-gares,6ae695173008c3f232d430900b064310791fcaf0,193651,214938,208036,b,133728,209326,154920,172159,215199,260220,87715136,25560,167160,208176,171951,167460,166428,Frasne,2022-11-18T15:48:22.919+01:00
frequentation-gares,13ac038d64b81bfacb267fb535b5fe1002b55f63,19992,20237,17913,c,14289,22091,19992,23812,23812,22961,87296293,2230,14289,22961,20237,22091,17913,Fresnoy-le-Grand,2022-11-18T15:48:22.919+01:00
frequentation-gares,aac62e7043ed114f4d9bc6a62e7ec3a02a95c864,32,1,4175,c,30,95,32,51,51,7,87757518,83700,30,7,1,95,4175,Fréjus - Saint-Raphael Autotrain,2022-11-18T15:48:22.919+01:00
frequentation-gares,e23682c2767fdb0917c03ae13db9ba78fdcce0f8,6540,1808,7262,c,3906,7961,6540,7935,7935,4836,87342212,62690,3906,4836,1808,7961,7262,Frévin-Capelle,2022-11-18T15:48:22.919+01:00
frequentation-gares,9f9c844077c0d8c292f2556c1bd58ef81dba9759,2558,77,12074,c,309,8619,2558,4762,4762,1578,87171371,2130,309,1578,77,8619,12074,Fère-en-Tardenois,2022-11-18T15:48:22.919+01:00
frequentation-gares,fc7a4f62ebd41457da4a32fc18ae3d474e81c262,170405,169762,119024,b,107655,104841,136324,134107,167634,202546,87413542,76400,134569,162037,135810,83873,95219,Fécamp,2022-11-18T15:48:22.919+01:00
frequentation-gares,684578b5093a5d24b9f759bbeac0f5595a87b753,4150,4478,7440,c,4484,7131,4150,5477,5477,3555,87172874,8170,4484,3555,4478,7131,7440,Fépin,2022-11-18T15:48:22.919+01:00
frequentation-gares,82aa00feb5bdae0a0ef3042ebf35b52034f32601,3822,12780,2607,c,10972,2092,3822,2353,2353,7575,87694638,71230,10972,7575,12780,2092,2607,Galuzot,2022-11-18T15:48:22.919+01:00
frequentation-gares,da9ae911a792b4a02775d3355adf05b0842e19b6,81266,68148,92353,c,56161,87973,81266,92707,92707,91313,87732404,3800,56161,91313,68148,87973,92353,Gannat,2022-11-18T15:48:22.919+01:00
frequentation-gares,ac714756c89b75c68aaf1de98b8d21ecf569a32b,368393,250699,446858,b,155845,431105,294714,357164,446455,365426,87763003,5000,194806,292341,200559,344884,357486,Gap,2022-11-18T15:48:22.919+01:00
frequentation-gares,cf0edfa6084dfaf3d2cbedbc33bb4ff3fea89196,6,7,65,c,45,58,6,18,18,9,87691436,58600,45,9,7,58,65,Garchizy,2022-11-18T15:48:22.919+01:00
frequentation-gares,8863cc5f75a5fb1b8388efeb873aeabd86f5ec3e,31528,46806,24319,c,39013,25723,31528,31982,31982,41321,87491225,33240,39013,41321,46806,25723,24319,Gauriaguet,2022-11-18T15:48:22.919+01:00
frequentation-gares,92ea8e202d877ec0e69ef2def615f09c124de001,402913,386067,377864,b,242484,361374,322331,313616,392020,459191,87582403,33610,303105,367353,308853,289099,302291,Gazinet Cestas,2022-11-18T15:48:22.919+01:00
frequentation-gares,1e4b09dffdb539aadcc98c6b5fdd842bd36e6cb8,24238,27928,25690,c,22647,24846,24238,25665,25665,26369,87214254,67140,22647,26369,27928,24846,25690,Gertwiller,2022-11-18T15:48:22.919+01:00
frequentation-gares,6e313002e82b41874aed3d496aa29742f6664217,5997,8391,7922,c,5461,8476,5997,6297,6297,8441,87476309,56530,5461,8441,8391,8476,7922,Gestel,2022-11-18T15:48:22.919+01:00
frequentation-gares,ac70815f9b7fcb3c368a605901b5c00a0bdaad09,436,154,1534,c,39,1228,436,859,859,116,87594325,46600,39,116,154,1228,1534,Gignac - Cressensac,2022-11-18T15:48:22.919+01:00
frequentation-gares,5f8e0540747aa58dcfcbff5715cbb98e4460677f,0,0,1896,c,0,1760,0,565,565,0,87618082,82400,0,0,0,1760,1896,Golfech,2022-11-18T15:48:22.919+01:00
frequentation-gares,39c08c73120baecbc7bc21ef94d67fca52ca0fcf,337837,284655,348637,b,254941,328314,337837,347844,347844,399451,87747477,38570,254941,399451,284655,328314,348637,Goncelin,2022-11-18T15:48:22.919+01:00
frequentation-gares,5529a38f9117a0fcdc6cd75432ad847b078a6d5c,2325,2918,1608,c,1651,382,2325,1077,1077,865,87473801,22200,1651,865,2918,382,1608,Gourland,2022-11-18T15:48:22.919+01:00
frequentation-gares,d8332b2c0f11ad30d8c87508cc19c97a143281af,336778,603514,450127,b,141132,412191,336778,376379,376379,302375,87681353,91000,141132,302375,603514,412191,450127,Grand Bourg,2022-11-18T15:48:22.919+01:00
frequentation-gares,b30c33343399feedbd29ec467334243a3202206d,904863,662867,943338,b,436595,938758,904863,930677,930677,881676,87116012,77220,436595,881676,662867,938758,943338,Gretz-Armainvilliers,2022-11-18T15:48:22.919+01:00
frequentation-gares,be8f7f7c94106379fe96cb4b7fed3a50a790f5d8,71224,91360,60721,c,70641,61896,71224,71350,71350,92875,87722298,69520,70641,92875,91360,61896,60721,Grigny le Sablon,2022-11-18T15:48:22.919+01:00
frequentation-gares,110bc458f0d9fbf9b94b571ca733f8fe41138902,1747157,1480690,1680959,b,767868,1713626,1747157,1739184,1739184,1720304,87276592,95120,767868,1720304,1480690,1713626,1680959,Gros Noyer Saint-Prix,2022-11-18T15:48:22.919+01:00
frequentation-gares,27f0412687fb60e3df6556b2851bdc4573c7825d,1612611,1315983,1569486,b,537702,1599215,1612611,1621062,1621062,1583612,87276360,95410,537702,1583612,1315983,1599215,1569486,Groslay,2022-11-18T15:48:22.919+01:00
frequentation-gares,d5b08aa08539286322d80070bbaea7ec9dc7c60d,13601,13546,14943,c,10781,14268,13601,14508,14508,17257,87741611,73460,10781,17257,13546,14268,14943,Grésy-sur-Isère,2022-11-18T15:48:22.919+01:00
frequentation-gares,ef88b3d8a0f3cf31eb6777d2717d65684c6d36dc,173265,146070,158923,b,111583,158923,138612,131237,164047,212295,87471151,35580,139479,169836,116856,127139,127138,Guichen - Bourg-des-Comptes,2022-11-18T15:48:22.919+01:00
frequentation-gares,364bc862664c5f191cad50ca6d22fea608fa42f6,84271,100298,71847,c,52298,76508,84271,81222,81222,88140,87116269,77580,52298,88140,100298,76508,71847,Guérard - La Celle-sur-Morin,2022-11-18T15:48:22.919+01:00
frequentation-gares,ffa204e9112efbe985c7d2c88d1c02bc3b11cdc2,18887,30445,18061,c,20561,18830,18887,21347,21347,27590,87673459,64210,20561,27590,30445,18830,18061,Guéthary,2022-11-18T15:48:22.919+01:00
frequentation-gares,cf5dbc24e26ebb9a0b632f8ed377dfe356f70981,26077,23565,26947,c,19329,30160,26077,28878,28878,25944,87775213,30450,19329,25944,23565,30160,26947,Génolhac,2022-11-18T15:48:22.919+01:00
frequentation-gares,28101170c310a709a2889a62a1528600cea62bbc,1267737,1090267,1442705,b,698366,1381611,1014190,1073014,1341267,1289074,87191114,57300,872958,1031259,872214,1105289,1154164,Hagondange,2022-11-18T15:48:22.919+01:00
frequentation-gares,2b79906b1f9a12a8562970f4cd5c614e772c6fc3,2057877,2059810,1993420,b,1316770,1966985,1646301,1662901,2078626,2168445,87213058,67500,1645963,1734756,1647848,1573588,1594736,Haguenau,2022-11-18T15:48:22.919+01:00
frequentation-gares,62cf3c850543ff66f9acc251433b483fa9bafa05,7,3840,13,c,1462,15,7,28,28,223,87673640,64480,1462,223,3840,15,13,Halsou - Larressore,2022-11-18T15:48:22.919+01:00
frequentation-gares,40632b38000e34cb42687b7f707253230168bd32,97512,80210,88181,c,68259,94348,97512,92615,92615,116440,87590331,44000,68259,116440,80210,94348,88181,Haluchère Batignolles,2022-11-18T15:48:22.919+01:00
frequentation-gares,d9c49fe64039688b1f2bf346901a06adb86bbbc6,1705,182,1601,c,286,652,1705,1279,1279,1580,87192724,54800,286,1580,182,652,1601,Hatrize,2022-11-18T15:48:22.919+01:00
frequentation-gares,1862839f35f41e4669fb5cf2f72f0fc263c13b00,47907489,29676067,46771387,b,10027494,47606238,47907489,48184682,48184682,47687285,87281899,75009,10027494,47687285,29676067,47606238,46771387,Haussmann Saint-Lazare,2022-11-18T15:48:22.919+01:00
frequentation-gares,68120a21f54c1deacf89cecd738e7f02cb92d136,5298,4076,5587,c,2344,6313,5298,7492,7492,2949,87313692,60112,2344,2949,4076,6313,5587,Herchies,2022-11-18T15:48:22.919+01:00
frequentation-gares,56400b349251e95f2e6629ddb8538bf0476a5ccb,125967,129465,161369,b,70357,141885,102033,114781,141705,128238,87295063,2500,86861,103873,104867,114927,130709,Hirson,2022-11-18T15:48:22.919+01:00
frequentation-gares,117a15c12588f79f896e2ab9ff1f190ac135a6b8,25483,22922,28983,c,16708,32861,25483,31140,31140,30182,87191692,54310,16708,30182,22922,32861,28983,Homécourt,2022-11-18T15:48:22.919+01:00
frequentation-gares,3ec04cadab6fff576ae24d603f3689ae723eb09c,928,354,1537,c,761,1496,928,695,695,1058,87144220,88500,761,1058,354,1496,1537,Hymont - Mattaincourt,2022-11-18T15:48:22.919+01:00
frequentation-gares,62490bd0be223c0e1563bc900b7070187c5d957d,9033,15286,11153,c,12451,11250,9033,8477,8477,14274,87144089,88150,12451,14274,15286,11250,11153,Igney,2022-11-18T15:48:22.919+01:00
frequentation-gares,9007688a535c388fbe57346cb77360c7df36b699,208966,308847,201878,b,139822,204045,208966,208585,208585,211354,87381574,78440,139822,211354,308847,204045,201878,Issou - Porcheville,2022-11-18T15:48:22.919+01:00
frequentation-gares,1cd2a5322e1a53de5577a79727b411abfa960744,135,0,21,c,10,39,135,75,75,255,87673665,64250,10,255,0,39,21,Itxassou,2022-11-18T15:48:22.919+01:00
frequentation-gares,a5e2f85b288592aec06c426ad21a6c93b3c4f393,34251,23390,43809,c,22155,43861,34251,42313,42313,39286,87491472,16200,22155,39286,23390,43861,43809,Jarnac,2022-11-18T15:48:22.919+01:00
frequentation-gares,39ea819dc607d5d31bdbd96c3b246d42ecdb449b,12850,12009,29168,c,9411,16778,12850,15895,15895,17869,87747535,38560,9411,17869,12009,16778,29168,Jarrie - Vizille,2022-11-18T15:48:22.919+01:00
frequentation-gares,6567635e78048606fc6384becba23dfd3fadfe7e,24999,15822,27393,c,16113,28974,24999,29059,29059,26591,87575217,86130,16113,26591,15822,28974,27393,Jaunay-Clan,2022-11-18T15:48:22.919+01:00
frequentation-gares,5944da4d1a4e8605cbed2480a5091fea55df2c3c,124214,117921,129809,b,63126,121991,99371,103420,129275,144671,87491142,17500,78908,115737,94337,97593,103847,Jonzac,2022-11-18T15:48:22.919+01:00
frequentation-gares,72443b65ef65215d81fed21b91e5cd8fa6ce66d6,674569,609298,640609,b,452532,599898,674569,728265,728265,811048,87757666,6160,452532,811048,609298,599898,640609,Juan les Pins,2022-11-18T15:48:22.919+01:00
frequentation-gares,429d787d1091e8f8aecb416f565582a1ee287190,36793,31808,38793,c,35965,39221,36793,38626,38626,47127,87474213,29480,35965,47127,31808,39221,38793,Kerhuon,2022-11-18T15:48:22.919+01:00
frequentation-gares,fe313522164f23b618a48d1c7b1fc04d06715ff0,95551,82257,96973,c,69558,91727,95551,94006,94006,96880,87212324,67840,69558,96880,82257,91727,96973,Kilstett,2022-11-18T15:48:22.919+01:00
frequentation-gares,540c148a40fc8234b3ab50fb840aef8f733aad8a,3893,2902,6435,c,2221,4842,3893,3961,3961,4238,87191346,57920,2221,4238,2902,4842,6435,Kédange,2022-11-18T15:48:22.919+01:00
frequentation-gares,bf6571b46b7b030111eff5684d13718da943a030,170570,167247,160450,b,99820,172966,134750,138322,175092,190645,87444638,61300,126355,150610,132125,136643,126755,L'Aigle,2022-11-18T15:48:22.919+01:00
frequentation-gares,b69c5b9de0150a23faae0418a882062df7bc6dbd,50373,44366,66449,b,29970,63943,40298,48578,60723,56723,87763557,5120,37463,45379,35493,51154,53159,L'Argentière Les Écrins,2022-11-18T15:48:22.919+01:00
frequentation-gares,d52703978966ed7da9e2ce09d01eb8e7d0ab7a62,23898,23030,14802,c,15559,17609,23898,23129,23129,31204,87751529,6340,15559,31204,23030,17609,14802,L'Ariane La Trinité,2022-11-18T15:48:22.919+01:00
frequentation-gares,cc8bff44015908ec117d21338b247bde9ba2d802,87144,96931,92421,c,86730,83533,87144,89119,89119,106385,87184572,25250,86730,106385,96931,83533,92421,L'Isle-sur-le-Doubs,2022-11-18T15:48:22.919+01:00
frequentation-gares,b3bffae478926d23e1202e465a9979321c7afdeb,315,1585,2352,c,992,1762,315,563,563,2014,87476275,56170,992,2014,1585,1762,2352,L'Isthme,2022-11-18T15:48:22.919+01:00
frequentation-gares,6106889e1f2e2a07b8a1b5729c876954b5cbe460,23817,32545,8984,c,24445,15663,23817,22179,22179,30187,87481267,44760,24445,30187,32545,15663,8984,La Bernerie-en-Retz,2022-11-18T15:48:22.919+01:00
frequentation-gares,7f1ebcbe825c967e8cefd3aac8fa7a826407cbbf,11065,8994,17421,c,8610,15866,11065,14145,14145,12887,87471094,35360,8610,12887,8994,15866,17421,La Brohinière,2022-11-18T15:48:22.919+01:00
frequentation-gares,077925302c496bbb315e1c9ed866437862037b49,4720,191,4219,c,557,3177,4720,3762,3762,3890,87486308,85310,557,3890,191,3177,4219,La Chaize-le-Vicomte,2022-11-18T15:48:22.919+01:00
frequentation-gares,625fe4d147e3a29b4e57db849cce6a1673dfc402,525572,502932,487786,b,369263,506115,504549,541933,564514,562210,87751784,13600,384649,539722,482815,485870,468275,La Ciotat - Ceyreste,2022-11-18T15:48:22.919+01:00
frequentation-gares,4ff4fab7c06a907a979b1fcfa2b5b4d0d6e84288,24523,30211,29159,c,22176,25456,24523,21946,21946,26913,87694737,71800,22176,26913,30211,25456,29159,La Clayette - Baudemont,2022-11-18T15:48:22.919+01:00
frequentation-gares,51d89a6f3d381d63a4ad0d00d7fb788efe1d1522,14288840,10752022,13002415,b,7295836,13519983,14288840,14019873,14019873,14517022,87271304,93120,7295836,14517022,10752022,13519983,13002415,La Courneuve - Aubervilliers,2022-11-18T15:48:22.919+01:00
frequentation-gares,e5a812f3aabf02df770d9b4ffe03e71d15e37fa4,1643,4428,3800,c,2737,2802,1643,1996,1996,3399,87481689,44600,2737,3399,4428,2802,3800,La Croix de Méan,2022-11-18T15:48:22.919+01:00
frequentation-gares,64fb90641052d38aa50b034c82a58e8d7c370f04,420283,330418,496233,b,188972,474134,420283,451160,451160,393534,87681452,91590,188972,393534,330418,474134,496233,La Ferté-Alais,2022-11-18T15:48:22.919+01:00
frequentation-gares,e6feaf23529768e4d75e855c4b65f6b56074d6fd,14632,24690,16367,c,16470,16509,14632,15121,15121,15736,87491274,33440,16470,15736,24690,16509,16367,La Grave d'Ambarès,2022-11-18T15:48:22.919+01:00
frequentation-gares,a61394bb6e1cad8c6e3564cf81e4a61c7e560425,30191,11597,30243,c,10322,32008,30191,32061,32061,25208,87396036,72380,10322,25208,11597,32008,30243,La Guierche,2022-11-18T15:48:22.919+01:00
frequentation-gares,ff8e377c2dc2634836023443d4624d48792fcc42,413,2697,505,c,2403,114,413,114,114,1283,87691394,58400,2403,1283,2697,114,505,La Marche,2022-11-18T15:48:22.919+01:00
frequentation-gares,5f1022cb88d7d874a998e10a9470790556c755fe,177,1715,89,c,66,228,177,339,339,263,87594416,19520,66,263,1715,228,89,La Rivière de Mansac,2022-11-18T15:48:22.919+01:00
frequentation-gares,0337a465cace4f8bda5d8445ce0e65f0deb81ff4,430243,467427,468437,b,245508,465827,344195,380270,475338,464066,87746305,74800,306885,371253,373942,372662,374750,La Roche-sur-Foron,2022-11-18T15:48:22.919+01:00
frequentation-gares,d4d0355829deaf54ad64fa28970e2edf6f23a821,3766,3,20238,c,1,16401,3766,11004,11004,1427,87583427,16110,1,1427,3,16401,20238,La Rochefoucauld,2022-11-18T15:48:22.919+01:00
frequentation-gares,9c9ed050a4783bd8fc0859e75630b0d0a18b6246,69109,66235,84310,c,54398,81938,69109,92158,92158,71943,87437798,17000,54398,71943,66235,81938,84310,La Rochelle Porte Dauphine,2022-11-18T15:48:22.919+01:00
frequentation-gares,087878bd18414338d0e259a0c6aad174484e751b,11314,9605,13670,c,8999,13412,11314,13316,13316,10950,87394403,28110,8999,10950,9605,13412,13670,La Taye,2022-11-18T15:48:22.919+01:00
frequentation-gares,d6ba232df82b638d793099d5d8e3b92fcabe4362,180282,158092,187822,b,128045,183082,180282,195194,195194,201648,87723577,1360,128045,201648,158092,183082,187822,La Valbonne,2022-11-18T15:48:22.919+01:00
frequentation-gares,f5e464feeac6c705835a11a8070c9b41f2919885,86348,74462,105602,c,68967,96104,86348,92946,92946,93032,87394171,28300,68967,93032,74462,96104,105602,La Villette Saint-Prest,2022-11-18T15:48:22.919+01:00
frequentation-gares,12f4c66b00a76a9f9ca8f724addba4993f86b7c9,4876,1345,7759,c,2755,6098,4876,5445,5445,4155,87592733,87260,2755,4155,1345,6098,7759,Lafarge,2022-11-18T15:48:22.919+01:00
frequentation-gares,073544d9b30cf655d2b52ff3d42545ba97dc599b,4258,6499,4188,c,4219,3845,4258,4525,4525,5671,87613471,82250,4219,5671,6499,3845,4188,Laguépie,2022-11-18T15:48:22.919+01:00
frequentation-gares,6f7983e2f61c690a0c823416f06369a4c517fc50,14529,10217,24140,c,10753,23001,14529,17846,17846,16302,87471144,35890,10753,16302,10217,23001,24140,Laillé,2022-11-18T15:48:22.919+01:00
frequentation-gares,f9bb1d88fe4d246b9a1cb0fb13268f7362298957,3147,7936,6628,c,4349,6315,3147,5069,5069,2920,87584151,24230,4349,2920,7936,6315,6628,Lamothe-Montravel,2022-11-18T15:48:22.919+01:00
frequentation-gares,d36a26fb9253a57ec03061ef453f6e67764d39fb,623244,620824,654671,b,444597,647631,567152,584995,642852,699537,87474239,29800,488568,636579,564950,589344,595751,Landerneau,2022-11-18T15:48:22.919+01:00
frequentation-gares,6f444bda123f3643b9dcf063709547b18424c0a3,9556,7710,9548,c,6555,8719,9556,8653,8653,10282,87141093,54410,6555,10282,7710,8719,9548,Laneuveville-devant-Nancy,2022-11-18T15:48:22.919+01:00
frequentation-gares,7c33edb078a8bfa811ce3a7567a7df33dbe1434f,76980,52971,90181,c,46127,85182,76980,83598,83598,81529,87142091,52200,46127,81529,52971,85182,90181,Langres,2022-11-18T15:48:22.919+01:00
frequentation-gares,e18fb6be4c0a86df72f6649ab787ef6ed62ebc45,14783,10203,17025,c,10484,16736,14783,17190,17190,11783,87611939,31000,10484,11783,10203,16736,17025,Lardenne,2022-11-18T15:48:22.919+01:00
frequentation-gares,29b303398b1ab981d332aa2f39b664f7d35d7836,21638,17697,23136,c,15414,22610,21638,24950,24950,25742,87212464,67630,15414,25742,17697,22610,23136,Lauterbourg,2022-11-18T15:48:22.919+01:00
frequentation-gares,7926a7917d6df82d7f525cffe3b41acc05507e89,1786886,1490102,1664147,a,830231,1666349,1340455,1318250,1757286,1842106,87478404,53000,1106735,1381878,1117818,1250032,1248381,Laval,2022-11-18T15:48:22.919+01:00
frequentation-gares,724332129001ddce7f9f0f7e32a9e734dcf06cda,4006261,3044176,3698307,b,2040928,3823291,4006261,3953284,3953284,4052899,87271478,93150,2040928,4052899,3044176,3823291,3698307,Le Blanc-Mesnil,2022-11-18T15:48:22.919+01:00
frequentation-gares,971541bfcbcf38e9fd734fe5e994e97d6b7b39b8,52143,95809,50071,c,52529,43474,52143,6957,6957,85092,87757757,6400,52529,85092,95809,43474,50071,Le Bosquet,2022-11-18T15:48:22.919+01:00
frequentation-gares,9cacbaf60fe24b183ba0411ea4f922003534b136,20625,31076,20173,c,24702,21098,20625,23247,23247,28746,87734228,63340,24702,28746,31076,21098,20173,Le Breuil-sur-Couze,2022-11-18T15:48:22.919+01:00
frequentation-gares,ace9a6a940e8653910884ee1f821975d668f62d2,28741,24405,33520,c,16223,27640,28741,32783,32783,34013,87726711,42500,16223,34013,24405,27640,33520,Le Chambon-Feugerolles,2022-11-18T15:48:22.919+01:00
frequentation-gares,a0b24d1c9e38b8b0e758073fae50fcd0fdc0fe27,3277376,2851761,3187642,b,1562549,3248342,3277376,3294408,3294408,3268600,87113522,93220,1562549,3268600,2851761,3248342,3187642,Le Chénay Gagny,2022-11-18T15:48:22.919+01:00
